feature_cohort_definition_id,window_id,cohort_id,total_count,feature_count,mean,sd,window_start,window_end,window_type,feature_name,covariate_id,covariate_name,analysis_id,database_id
100,2,133002062,548,102,0.18613138686131386,0.38956826649492987,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,133002002,503,-5,0.005964214711729622,0.07707433360158948,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,4,132002062,364,-5,0.008241758241758242,0.09053369044416568,0,30,start,Prevalent Type 2 Diabetes Mellitus,100004,Cohort during day 0 through 30 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,133001251,197,-5,0.015228426395939087,0.1227722863265895,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,1,133001022,404,11,0.027227722772277228,0.16294814174158176,-365,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100001,Cohort during day -365 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,133001022,404,11,0.027227722772277228,0.16294814174158176,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,4,133001031,155,-5,0.0064516129032258064,0.08032193289024989,0,30,start,Prevalent Type 2 Diabetes Mellitus,100004,Cohort during day 0 through 30 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,1,132001082,345,89,0.2579710144927536,0.43815343133422585,-365,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100001,Cohort during day -365 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,132001082,345,-5,0.005797101449275362,0.07602795150586811,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,132001052,344,-5,0.005813953488372093,0.0761380534729955,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,132001052,344,88,0.2558139534883721,0.43695331389283876,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,1,133002031,156,95,0.6089743589743589,0.489551709993593,-365,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100001,Cohort during day -365 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,4,133001002,451,-5,0.0022172949002217295,0.04708816093480111,0,30,start,Prevalent Type 2 Diabetes Mellitus,100004,Cohort during day 0 through 30 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,4,133002031,156,-5,0.00641025641025641,0.08006407690254357,0,30,start,Prevalent Type 2 Diabetes Mellitus,100004,Cohort during day 0 through 30 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,1,133001042,453,42,0.09271523178807947,0.29035361514023117,-365,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100001,Cohort during day -365 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,132000121,246,96,0.3902439024390244,0.4887993844390295,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,1,133001092,553,101,0.18264014466546113,0.38672103891075144,-365,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100001,Cohort during day -365 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,132001011,150,-5,0.013333333333333334,0.11508191810497581,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,132002032,221,-5,0.00904977375565611,0.09491384735855525,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,1,132,372,103,0.2768817204301075,0.4480601579137567,-365,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100001,Cohort during day -365 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,132,372,103,0.2768817204301075,0.4480601579137567,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,4,132001031,150,-5,0.006666666666666667,0.08164965809277261,0,30,start,Prevalent Type 2 Diabetes Mellitus,100004,Cohort during day 0 through 30 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,1,132001031,150,92,0.6133333333333333,0.48861764558744536,-365,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100001,Cohort during day -365 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,133002032,403,10,0.02481389578163772,0.15575095762611477,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,133000031,314,-5,0.0031847133757961785,0.05643326479831003,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,1,133001202,542,100,0.18450184501845018,0.38825124661186267,-365,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100001,Cohort during day -365 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,133001202,542,-5,0.005535055350553505,0.07426030594282193,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,133001202,542,100,0.18450184501845018,0.38825124661186267,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,133000081,461,-5,0.0021691973969631237,0.04657464328326223,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,133001182,510,81,0.1588235294117647,0.36587031669674724,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,133000051,552,-5,0.005434782608695652,0.07358706156709681,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,133,559,105,0.18783542039355994,0.39093051582795746,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,132001022,222,-5,0.009009009009009009,0.09470081447570507,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,133000041,245,-5,0.00816326530612245,0.09016545514092128,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,1,132000041,165,58,0.3515151515151515,0.4788968599948576,-365,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100001,Cohort during day -365 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,132000041,165,58,0.3515151515151515,0.4788968599948576,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,133000041,245,60,0.24489795918367346,0.4309069849850809,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,4,133001012,405,-5,0.0049382716049382715,0.07018581167423793,0,30,start,Prevalent Type 2 Diabetes Mellitus,100004,Cohort during day 0 through 30 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,4,133,559,-5,0.007155635062611807,0.08436328529853022,0,30,start,Prevalent Type 2 Diabetes Mellitus,100004,Cohort during day 0 through 30 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,133000081,461,60,0.1301518438177874,0.33683594694480223,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,132000011,159,91,0.5723270440251572,0.4963043101914637,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,132001251,185,103,0.5567567567567567,0.4981163107040606,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,1,133001021,155,94,0.6064516129032258,0.49012023695156637,-365,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100001,Cohort during day -365 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,4,133001021,155,-5,0.0064516129032258064,0.08032193289024989,0,30,start,Prevalent Type 2 Diabetes Mellitus,100004,Cohort during day 0 through 30 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,132000081,294,-5,0.003401360544217687,0.05832118435198043,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,4,133001251,197,-5,0.02030456852791878,0.14139937876722358,0,30,start,Prevalent Type 2 Diabetes Mellitus,100004,Cohort during day 0 through 30 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,132002062,364,101,0.2774725274725275,0.4483679456319088,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,132002062,364,-5,0.005494505494505495,0.0740227607951281,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,133001052,527,-5,0.0056925996204933585,0.07530574184626428,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,133001022,404,-5,0.007425742574257425,0.08595865432747099,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,4,133001022,404,-5,0.007425742574257425,0.08595865432747099,0,30,start,Prevalent Type 2 Diabetes Mellitus,100004,Cohort during day 0 through 30 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,133001031,155,94,0.6064516129032258,0.49012023695156637,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,1,132001042,270,40,0.14814814814814814,0.35590647697073136,-365,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100001,Cohort during day -365 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,132000021,213,-5,0.009389671361502348,0.09667150799927428,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,132002042,222,-5,0.009009009009009009,0.09470081447570507,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,133001082,530,91,0.17169811320754716,0.3774741235966926,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,133001172,551,-5,0.0054446460980036296,0.07365356328732493,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,4,133000021,397,-5,0.010075566750629723,0.09999618342461171,0,30,start,Prevalent Type 2 Diabetes Mellitus,100004,Cohort during day 0 through 30 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,1,132001012,222,12,0.05405405405405406,0.22663534758582007,-365,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100001,Cohort during day -365 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,132001082,345,89,0.2579710144927536,0.43815343133422585,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,1,133001032,404,11,0.027227722772277228,0.16294814174158176,-365,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100001,Cohort during day -365 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,133001032,404,11,0.027227722772277228,0.16294814174158176,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,132000081,294,59,0.20068027210884354,0.4011921821892284,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,132001202,356,-5,0.0056179775280898875,0.07484752660761988,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,4,132000081,294,-5,0.003401360544217687,0.05832118435198043,0,30,start,Prevalent Type 2 Diabetes Mellitus,100004,Cohort during day 0 through 30 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,4,133001042,453,-5,0.008830022075055188,0.09365583662457493,0,30,start,Prevalent Type 2 Diabetes Mellitus,100004,Cohort during day 0 through 30 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,1,133002062,548,102,0.18613138686131386,0.38956826649492987,-365,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100001,Cohort during day -365 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,4,132000041,165,-5,0.006060606060606061,0.0778498944161523,0,30,start,Prevalent Type 2 Diabetes Mellitus,100004,Cohort during day 0 through 30 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,1,132000121,246,96,0.3902439024390244,0.4887993844390295,-365,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100001,Cohort during day -365 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,1,133001052,527,90,0.17077798861480076,0.37667239506339023,-365,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100001,Cohort during day -365 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,133001052,527,90,0.17077798861480076,0.37667239506339023,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,133,559,-5,0.005366726296958855,0.07312653908693857,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,132001011,150,91,0.6066666666666667,0.4901262221576524,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,132002032,221,10,0.04524886877828054,0.20832133518172433,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,132001042,270,40,0.14814814814814814,0.35590647697073136,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,132001042,270,-5,0.007407407407407408,0.08590617310121898,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,4,132,372,-5,0.008064516129032258,0.08956026824743381,0,30,start,Prevalent Type 2 Diabetes Mellitus,100004,Cohort during day 0 through 30 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,1,133002032,403,10,0.02481389578163772,0.15575095762611477,-365,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100001,Cohort during day -365 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,1,133001082,530,91,0.17169811320754716,0.3774741235966926,-365,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100001,Cohort during day -365 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,4,133002032,403,-5,0.007444168734491315,0.08606470280635138,0,30,start,Prevalent Type 2 Diabetes Mellitus,100004,Cohort during day 0 through 30 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,4,132000021,213,-5,0.014084507042253521,0.11811703659636798,0,30,start,Prevalent Type 2 Diabetes Mellitus,100004,Cohort during day 0 through 30 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,4,132001021,150,-5,0.006666666666666667,0.08164965809277261,0,30,start,Prevalent Type 2 Diabetes Mellitus,100004,Cohort during day 0 through 30 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,133001011,154,92,0.5974025974025974,0.49202104901411275,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,133001011,154,-5,0.012987012987012988,0.11358754574859593,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,1,133001011,154,92,0.5974025974025974,0.49202104901411275,-365,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100001,Cohort during day -365 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,1,133001182,510,81,0.1588235294117647,0.36587031669674724,-365,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100001,Cohort during day -365 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,133002042,404,11,0.027227722772277228,0.16294814174158176,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,133002042,404,-5,0.007425742574257425,0.08595865432747099,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,2,133000051,552,105,0.19021739130434784,0.3928285761287096,-30,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100002,Cohort during day -30 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,1,132000031,207,45,0.21739130434782608,0.4134709303146724,-365,-1,overlap,Prevalent Type 2 Diabetes Mellitus,100001,Cohort during day -365 through -1 days overlap the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,4,133002042,404,-5,0.007425742574257425,0.08595865432747099,0,30,start,Prevalent Type 2 Diabetes Mellitus,100004,Cohort during day 0 through 30 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
100,3,133001182,510,-5,0.0058823529411764705,0.07654566983240331,0,0,start,Prevalent Type 2 Diabetes Mellitus,100003,Cohort during day 0 through 0 days start the index: Prevalent Type 2 Diabetes Mellitus,10000,PREMIER
