cohort_id,concept_set_id,concept_set_name,concept_id,concept_name,concept_code,source_vocabulary_id,source_concept_id,source_concept_name,concept_subjects,concept_count,database_id
123,9,LABA + LAMA + ICS,19121580,tiotropium 0.018 MG Inhalation Powder [Spiriva],No matching concept,None,0,No matching concept,-5,31,PREMIER
123,9,LABA + LAMA + ICS,42919657,60 ACTUAT tiotropium 0.00250000000000000005 MG/ACTUAT Metered Dose Inhaler [Spiriva Respimat],No matching concept,None,0,No matching concept,-5,16,PREMIER
123,9,LABA + LAMA + ICS,42920029,30 ACTUAT fluticasone 0.100000000000000006 MG/ACTUAT Metered Dose Inhaler [Arnuity],No matching concept,None,0,No matching concept,-5,11,PREMIER
123,9,LABA + LAMA + ICS,42922106,2 ML Budesonide 0.25 MG/ML Inhalant Solution [PULMICAN],No matching concept,None,0,No matching concept,-5,408,PREMIER
142,4,Eclampsia and Pre-eclampsia,439393,Pre-eclampsia,No matching concept,None,0,No matching concept,-5,-5,PREMIER
142,4,Eclampsia and Pre-eclampsia,4283352,Pre-eclampsia added to pre-existing hypertension,No matching concept,None,0,No matching concept,-5,-5,PREMIER
143,1,Fever (38.0?C or higher) pre-coordinated measurement and conditions,437663,Fever,No matching concept,None,0,No matching concept,38,62,PREMIER
143,1,Fever (38.0?C or higher) pre-coordinated measurement and conditions,444413,Febrile convulsion,No matching concept,None,0,No matching concept,-5,6,PREMIER
143,2,Fever (38.0?C or higher) measurement and observation,3020891,Body temperature,No matching concept,None,0,No matching concept,43,526,PREMIER
143,2,Fever (38.0?C or higher) measurement and observation,3025085,Axillary temperature,No matching concept,None,0,No matching concept,-5,57,PREMIER
144,1,Cough,254761,Cough,No matching concept,None,0,No matching concept,11,49,PREMIER
144,1,Cough,433596,Abnormal sputum,No matching concept,None,0,No matching concept,-5,-5,PREMIER
145,2,Myalgia,442752,Muscle pain,No matching concept,None,0,No matching concept,-5,-5,PREMIER
145,2,Myalgia,4121597,Myalgia/myositis - shoulder,No matching concept,None,0,No matching concept,-5,-5,PREMIER
146,3,Malaise or Fatigue or (Malaise and Fatigue),439926,Malaise and fatigue,No matching concept,None,0,No matching concept,-5,10,PREMIER
147,3,Shortness of breath (dyspnea),312437,Dyspnea,No matching concept,None,0,No matching concept,26,55,PREMIER
148,0,Altered Smell or Taste,43530714,Sensory disorder of smell and/or taste,No matching concept,None,0,No matching concept,-5,-5,PREMIER
149,2,SARS-Cov-2 testing,37310281,2019 novel coronavirus not detected,No matching concept,None,0,No matching concept,36,36,PREMIER
152,1,Inpatient or Inpatient/ER visit,262,Emergency Room and Inpatient Visit,No matching concept,None,0,No matching concept,183,304,PREMIER
152,1,Inpatient or Inpatient/ER visit,9201,Inpatient Visit,No matching concept,None,0,No matching concept,219,661,PREMIER
152,2,Pneumonia,255848,Pneumonia,No matching concept,None,0,No matching concept,36,87,PREMIER
152,2,Pneumonia,256722,Bronchopneumonia,No matching concept,None,0,No matching concept,-5,-5,PREMIER
152,2,Pneumonia,261324,Pneumonia due to Streptococcus,No matching concept,None,0,No matching concept,-5,-5,PREMIER
152,2,Pneumonia,4133224,Lobar pneumonia,No matching concept,None,0,No matching concept,-5,8,PREMIER
153,3,Acute respiratory distress syndrome (ARDS) or Acute Respiratory Failure,319049,Acute respiratory failure,No matching concept,None,0,No matching concept,5,7,PREMIER
154,1,Acute kidney injury,197320,Acute renal failure syndrome,No matching concept,None,0,No matching concept,8,17,PREMIER
154,1,Acute kidney injury,4058985,"Acute nephritic syndrome, focal and segmental glomerular lesions",No matching concept,None,0,No matching concept,-5,18,PREMIER
154,1,Acute kidney injury,4102631,Acute interstitial nephritis,No matching concept,None,0,No matching concept,9,21,PREMIER
154,2,ESRD,443611,Chronic kidney disease stage 5,No matching concept,None,0,No matching concept,7,2796,PREMIER
154,2,ESRD,45769906,End stage renal disease on dialysis due to type 2 diabetes mellitus,No matching concept,None,0,No matching concept,-5,484,PREMIER
154,3,transplant,42539502,Transplanted kidney present,No matching concept,None,0,No matching concept,-5,46,PREMIER
155,5,Sepsis,132797,Sepsis,No matching concept,None,0,No matching concept,10,14,PREMIER
156,11,Venous thromboembolism (pulmonary embolism and deep vein thrombosis),77310,Deep vein phlebitis and thrombophlebitis of the leg,No matching concept,None,0,No matching concept,-5,8,PREMIER
156,11,Venous thromboembolism (pulmonary embolism and deep vein thrombosis),320741,Thrombophlebitis,No matching concept,None,0,No matching concept,-5,-5,PREMIER
156,11,Venous thromboembolism (pulmonary embolism and deep vein thrombosis),440417,Pulmonary embolism,No matching concept,None,0,No matching concept,8,111,PREMIER
157,13,Pulmonary Embolism,440417,Pulmonary embolism,No matching concept,None,0,No matching concept,8,111,PREMIER
159,1,Heart Failure ,316139,Heart failure,No matching concept,None,0,No matching concept,6,23,PREMIER
159,1,Heart Failure ,443580,Systolic heart failure,No matching concept,None,0,No matching concept,-5,13,PREMIER
160,0,Cardiac arrhythmia composite,321042,Cardiac arrest,No matching concept,None,0,No matching concept,5,8,PREMIER
160,0,Cardiac arrhythmia composite,4068155,Atrial arrhythmia,No matching concept,None,0,No matching concept,7,15,PREMIER
160,0,Cardiac arrhythmia composite,4089462,Ventricular premature complex,No matching concept,None,0,No matching concept,-5,-5,PREMIER
160,0,Cardiac arrhythmia composite,4141360,Chronic atrial fibrillation,No matching concept,None,0,No matching concept,-5,-5,PREMIER
160,0,Cardiac arrhythmia composite,4154290,Paroxysmal atrial fibrillation,No matching concept,None,0,No matching concept,-5,7,PREMIER
160,0,Cardiac arrhythmia composite,4275423,Supraventricular tachycardia,No matching concept,None,0,No matching concept,-5,7,PREMIER
160,0,Cardiac arrhythmia composite,44784217,Cardiac arrhythmia,No matching concept,None,0,No matching concept,-5,-5,PREMIER
160,1,Antiarrhythmics,19133832,Amiodarone hydrochloride 200 MG Oral Tablet [Cordarone],No matching concept,None,0,No matching concept,-5,6,PREMIER
160,1,Antiarrhythmics,41349044,3 ML Amiodarone 50 MG/ML Injectable Solution [Cordarone],No matching concept,None,0,No matching concept,14,96,PREMIER
160,2,Procedures/Devices to treat cardiac arrhythmia or pacemakers,2008358,Other electric countershock of heart,No matching concept,None,0,No matching concept,5,5,PREMIER
162,0,Supraventricular arrythymia,4068155,Atrial arrhythmia,No matching concept,None,0,No matching concept,7,15,PREMIER
162,0,Supraventricular arrythymia,4141360,Chronic atrial fibrillation,No matching concept,None,0,No matching concept,-5,-5,PREMIER
162,0,Supraventricular arrythymia,4154290,Paroxysmal atrial fibrillation,No matching concept,None,0,No matching concept,-5,7,PREMIER
162,0,Supraventricular arrythymia,4275423,Supraventricular tachycardia,No matching concept,None,0,No matching concept,-5,7,PREMIER
163,0,ventricular arrhythmia or cardiac arrest,321042,Cardiac arrest,No matching concept,None,0,No matching concept,5,8,PREMIER
168,0,Livebirth,4014295,Single live birth,No matching concept,None,0,No matching concept,10,10,PREMIER
168,0,Livebirth,4014296,Twins - both live born,No matching concept,None,0,No matching concept,-5,-5,PREMIER
169,2,Preterm delivery,36675035,Prematurity of infant,No matching concept,None,0,No matching concept,-5,-5,PREMIER
169,2,Preterm delivery,44784550,Preterm spontaneous labor with preterm delivery,No matching concept,None,0,No matching concept,-5,-5,PREMIER
170,0,Abortion,76482,Missed miscarriage,No matching concept,None,0,No matching concept,-5,-5,PREMIER
170,0,Abortion,43020954,Termination of pregnancy after first trimester,No matching concept,None,0,No matching concept,-5,-5,PREMIER
171,3,Premature rupture of membranes,194702,Premature rupture of membranes,No matching concept,None,0,No matching concept,-5,-5,PREMIER
172,4,Fetal growth restriction,72693,Poor fetal growth affecting management,No matching concept,None,0,No matching concept,-5,6,PREMIER
174,3,Asthma,317009,Asthma,No matching concept,None,0,No matching concept,5,89,PREMIER
174,3,Asthma,37116845,Acute severe refractory exacerbation of asthma,No matching concept,None,0,No matching concept,-5,-5,PREMIER
178,5,Mechanical ventilation,4013354,Insertion of endotracheal tube,No matching concept,None,0,No matching concept,14,15,PREMIER
178,5,Mechanical ventilation,4074665,Controlled ventilation,No matching concept,None,0,No matching concept,19,113,PREMIER
178,5,Mechanical ventilation,4230167,Artificial respiration,No matching concept,None,0,No matching concept,19,77,PREMIER
178,5,Mechanical ventilation,4335583,Tracheal intubation using rigid bronchoscope,No matching concept,None,0,No matching concept,31,35,PREMIER
181,5,Dialysis,4019967,Dependence on renal dialysis,No matching concept,None,0,No matching concept,-5,-5,PREMIER
181,5,Dialysis,4051329,Continuous venovenous hemodialysis,No matching concept,None,0,No matching concept,-5,25,PREMIER
181,5,Dialysis,4120120,Hemodialysis,No matching concept,None,0,No matching concept,10,5432,PREMIER
182,3,Chest pain or angina,77670,Chest pain,No matching concept,None,0,No matching concept,11,34,PREMIER
182,3,Chest pain or angina,321318,Angina pectoris,No matching concept,None,0,No matching concept,-5,45,PREMIER
183,3,Angina,321318,Angina pectoris,No matching concept,None,0,No matching concept,-5,45,PREMIER
184,0,"hepatic failure, necrosis or coma",377604,Hepatic coma,No matching concept,None,0,No matching concept,-5,-5,PREMIER
184,0,"hepatic failure, necrosis or coma",4245975,Hepatic failure,No matching concept,None,0,No matching concept,-5,5,PREMIER
185,9,Acute pancreatitis,199074,Acute pancreatitis,No matching concept,None,0,No matching concept,-5,42,PREMIER
185,9,Acute pancreatitis,44806251,Biliary acute pancreatitis,No matching concept,None,0,No matching concept,-5,-5,PREMIER
186,3,Acute myocardial Infarction,4270024,Acute non-ST segment elevation myocardial infarction,No matching concept,None,0,No matching concept,-5,15,PREMIER
186,4,Sudden cardiac death,321042,Cardiac arrest,No matching concept,None,0,No matching concept,5,8,PREMIER
187,2,Inpatient or ER visit,262,Emergency Room and Inpatient Visit,No matching concept,None,0,No matching concept,183,304,PREMIER
187,2,Inpatient or ER visit,9201,Inpatient Visit,No matching concept,None,0,No matching concept,219,661,PREMIER
187,2,Inpatient or ER visit,9203,Emergency Room Visit,No matching concept,None,0,No matching concept,373,658,PREMIER
187,5,Gastrointestinal hemorrhage GI bleeding,26727,Hematemesis,No matching concept,None,0,No matching concept,-5,-5,PREMIER
187,5,Gastrointestinal hemorrhage GI bleeding,192671,Gastrointestinal hemorrhage,No matching concept,None,0,No matching concept,-5,9,PREMIER
187,5,Gastrointestinal hemorrhage GI bleeding,193249,Acute hemorrhagic gastritis,No matching concept,None,0,No matching concept,-5,-5,PREMIER
187,5,Gastrointestinal hemorrhage GI bleeding,4231580,Acute gastric ulcer with hemorrhage,No matching concept,None,0,No matching concept,-5,13,PREMIER
187,5,Gastrointestinal hemorrhage GI bleeding,4232181,Chronic duodenal ulcer with hemorrhage,No matching concept,None,0,No matching concept,-5,-5,PREMIER
188,7,intracranial bleed Hemorrhagic stroke,4148906,Spontaneous subarachnoid hemorrhage,No matching concept,None,0,No matching concept,-5,-5,PREMIER
188,7,intracranial bleed Hemorrhagic stroke,43530727,Spontaneous cerebral hemorrhage,No matching concept,None,0,No matching concept,-5,-5,PREMIER
189,4,Transient ischemic attack (TIA) Transient cerebral Ischemia (TCA),373503,Transient cerebral ischemia,No matching concept,None,0,No matching concept,-5,-5,PREMIER
190,3,Stroke (ischemic or hemorrhagic),443454,Cerebral infarction,No matching concept,None,0,No matching concept,18,60,PREMIER
190,3,Stroke (ischemic or hemorrhagic),4014781,Closed traumatic subdural hemorrhage,No matching concept,None,0,No matching concept,-5,6,PREMIER
190,3,Stroke (ischemic or hemorrhagic),4110185,"Intracerebral hemorrhage, intraventricular",No matching concept,None,0,No matching concept,-5,-5,PREMIER
190,3,Stroke (ischemic or hemorrhagic),4148906,Spontaneous subarachnoid hemorrhage,No matching concept,None,0,No matching concept,-5,-5,PREMIER
190,3,Stroke (ischemic or hemorrhagic),43530727,Spontaneous cerebral hemorrhage,No matching concept,None,0,No matching concept,-5,-5,PREMIER
191,0,Ischemic stroke,443454,Cerebral infarction,No matching concept,None,0,No matching concept,18,60,PREMIER
192,4,intracranial bleed Hemorrhagic stroke,4148906,Spontaneous subarachnoid hemorrhage,No matching concept,None,0,No matching concept,-5,-5,PREMIER
192,4,intracranial bleed Hemorrhagic stroke,43530727,Spontaneous cerebral hemorrhage,No matching concept,None,0,No matching concept,-5,-5,PREMIER
194,2,Bleeding,26727,Hematemesis,No matching concept,None,0,No matching concept,-5,-5,PREMIER
194,2,Bleeding,192671,Gastrointestinal hemorrhage,No matching concept,None,0,No matching concept,-5,9,PREMIER
194,2,Bleeding,193249,Acute hemorrhagic gastritis,No matching concept,None,0,No matching concept,-5,-5,PREMIER
194,2,Bleeding,196751,Placenta previa with hemorrhage,No matching concept,None,0,No matching concept,-5,17,PREMIER
194,2,Bleeding,197925,Hemorrhage of rectum and anus,No matching concept,None,0,No matching concept,-5,-5,PREMIER
194,2,Bleeding,261687,Hemoptysis,No matching concept,None,0,No matching concept,5,15,PREMIER
194,2,Bleeding,437312,Bleeding,No matching concept,None,0,No matching concept,-5,-5,PREMIER
194,2,Bleeding,443929,Postpartum hemorrhage,No matching concept,None,0,No matching concept,-5,-5,PREMIER
194,2,Bleeding,4014781,Closed traumatic subdural hemorrhage,No matching concept,None,0,No matching concept,-5,6,PREMIER
194,2,Bleeding,4025198,Hemorrhagic complication of pregnancy,No matching concept,None,0,No matching concept,-5,-5,PREMIER
194,2,Bleeding,4096682,Bleeding from nose,No matching concept,None,0,No matching concept,5,6,PREMIER
194,2,Bleeding,4110185,"Intracerebral hemorrhage, intraventricular",No matching concept,None,0,No matching concept,-5,-5,PREMIER
194,2,Bleeding,4148906,Spontaneous subarachnoid hemorrhage,No matching concept,None,0,No matching concept,-5,-5,PREMIER
194,2,Bleeding,4169954,Genitourinary tract hemorrhage,No matching concept,None,0,No matching concept,6,13,PREMIER
194,2,Bleeding,4231580,Acute gastric ulcer with hemorrhage,No matching concept,None,0,No matching concept,-5,13,PREMIER
194,2,Bleeding,4232181,Chronic duodenal ulcer with hemorrhage,No matching concept,None,0,No matching concept,-5,-5,PREMIER
194,2,Bleeding,43530727,Spontaneous cerebral hemorrhage,No matching concept,None,0,No matching concept,-5,-5,PREMIER
195,3,Antipsychotics,757759,aripiprazole 2 MG Oral Tablet [Abilify],No matching concept,None,0,No matching concept,-5,53,PREMIER
195,3,Antipsychotics,766815,quetiapine 25 MG Oral Tablet [Seroquel],No matching concept,None,0,No matching concept,12,129,PREMIER
195,3,Antipsychotics,19047064,olanzapine 2.5 MG Oral Tablet [Zyprexa],No matching concept,None,0,No matching concept,-5,-5,PREMIER
195,3,Antipsychotics,19133813,quetiapine 50 MG Extended Release Oral Tablet [Seroquel],No matching concept,None,0,No matching concept,-5,104,PREMIER
195,3,Antipsychotics,42922320,1 ML Haloperidol 5 MG/ML Injectable Solution [PERIDOL],No matching concept,None,0,No matching concept,24,159,PREMIER
195,3,Antipsychotics,42922321,1 ML Haloperidol 5 MG/ML Injectable Solution [MYUNGIN HALOPERIDOL],No matching concept,None,0,No matching concept,-5,5,PREMIER
195,3,Antipsychotics,42923365,Risperidone 2 MG Oral Tablet [RIPERIDON],No matching concept,None,0,No matching concept,-5,11,PREMIER
195,3,Antipsychotics,42923389,Risperidone 1 MG Oral Tablet [RIPERIDON],No matching concept,None,0,No matching concept,-5,28,PREMIER
195,3,Antipsychotics,42923405,Risperidone 0.5 MG Oral Tablet [RIPERIDON],No matching concept,None,0,No matching concept,-5,65,PREMIER
195,3,Antipsychotics,42936536,Haloperidol 1.5 MG Oral Tablet [PERIDOL],No matching concept,None,0,No matching concept,-5,-5,PREMIER
195,3,Antipsychotics,42936537,Haloperidol 1.5 MG Oral Tablet [MYUNGIN HALOPERIDOL],No matching concept,None,0,No matching concept,-5,-5,PREMIER
195,3,Antipsychotics,42947900,Chlorpromazine 50 MG Oral Tablet [MYUNGIN CHLORPROMAZINE HCL],No matching concept,None,0,No matching concept,10,66,PREMIER
195,3,Antipsychotics,42970090,quetiapine 25 MG Oral Tablet [QUETAPIN],No matching concept,None,0,No matching concept,9,58,PREMIER
195,3,Antipsychotics,42970166,quetiapine 12.5 MG Oral Tablet [QUETAPINE],No matching concept,None,0,No matching concept,37,623,PREMIER
195,3,Antipsychotics,42970172,quetiapine 100 MG Oral Tablet [QUETAPIN],No matching concept,None,0,No matching concept,-5,-5,PREMIER
195,4,SSRI,715965,Escitalopram 10 MG Oral Tablet [Lexapro],No matching concept,None,0,No matching concept,9,175,PREMIER
195,4,SSRI,19037642,Sertraline 100 MG Oral Tablet [Zoloft],No matching concept,None,0,No matching concept,-5,9,PREMIER
195,4,SSRI,19037684,Sertraline 50 MG Oral Tablet [Zoloft],No matching concept,None,0,No matching concept,-5,67,PREMIER
195,4,SSRI,19102734,Escitalopram 5 MG Oral Tablet [Lexapro],No matching concept,None,0,No matching concept,17,232,PREMIER
195,4,SSRI,42931916,Sertraline 50 MG Oral Tablet [SELTRA],No matching concept,None,0,No matching concept,-5,24,PREMIER
195,4,SSRI,42940705,Fluoxetine 10 MG Oral Capsule [FOXETIN],No matching concept,None,0,No matching concept,-5,-5,PREMIER
195,4,SSRI,42944903,Escitalopram 10 MG Oral Tablet [SANDOZ ESCITALOPRAM],No matching concept,None,0,No matching concept,-5,10,PREMIER
195,4,SSRI,42945008,Escitalopram 15 MG Oral Tablet [Lexapro],No matching concept,None,0,No matching concept,-5,10,PREMIER
195,4,SSRI,42953204,Paroxetine 20 MG Oral Tablet [HANDOK SEROXAT],No matching concept,None,0,No matching concept,-5,6,PREMIER
195,5,SNRI,1593115,desvenlafaxine succinate 50 MG Extended Release Oral Tablet [Pristiq],No matching concept,None,0,No matching concept,-5,44,PREMIER
195,5,SNRI,35775278,duloxetine 60 MG Extended Release Oral Capsule [Cymbalta],No matching concept,None,0,No matching concept,-5,58,PREMIER
195,5,SNRI,35775279,duloxetine 30 MG Extended Release Oral Capsule [Cymbalta],No matching concept,None,0,No matching concept,8,55,PREMIER
195,5,SNRI,42925422,milnacipran 12.5 MG Oral Capsule [IXEL],No matching concept,None,0,No matching concept,-5,45,PREMIER
195,5,SNRI,42945957,duloxetine 30 MG Extended Release Oral Capsule [DUROPREX],No matching concept,None,0,No matching concept,5,43,PREMIER
195,5,SNRI,42946005,duloxetine 60 MG Extended Release Oral Capsule [DUROPREX],No matching concept,None,0,No matching concept,-5,19,PREMIER
195,5,SNRI,42956068,venlafaxine 37.5 MG Extended Release Oral Capsule [EFEXOR XR],No matching concept,None,0,No matching concept,-5,12,PREMIER
195,6,Tricyclic Anti-depressants,42931443,Amitriptyline 10 MG Oral Tablet [ENAFON],No matching concept,None,0,No matching concept,8,183,PREMIER
195,6,Tricyclic Anti-depressants,42931445,Amitriptyline 10 MG Oral Tablet [MYUNGIN AMITRIPTYLINE HCL],No matching concept,None,0,No matching concept,7,52,PREMIER
195,6,Tricyclic Anti-depressants,42940619,Imipramine 25 MG Oral Tablet [MYUNGIN IMIPRAMINE HCL],No matching concept,None,0,No matching concept,-5,269,PREMIER
195,6,Tricyclic Anti-depressants,42957457,Nortriptyline 10 MG Oral Tablet [SENSIVAL],No matching concept,None,0,No matching concept,-5,-5,PREMIER
195,12,Other antidepressants,725172,Mirtazapine 15 MG Oral Tablet [Remeron],No matching concept,None,0,No matching concept,-5,-5,PREMIER
195,12,Other antidepressants,42918705,500 ML Alanine 14.9000000000000004 MG/ML / Arginine 11.5 MG/ML / Aspartic Acid 3.39999999999999991 MG/ML / Glutamate 5.75999999999999979 MG/ML / Glutamine 20 MG/ML / Histidine 6.79999999999999982 MG/ML / ... Injectable Solution [Glamin],No matching concept,None,0,No matching concept,64,270,PREMIER
195,12,Other antidepressants,42925864,tianeptine 12.5 MG Oral Tablet [STABLON],No matching concept,None,0,No matching concept,-5,20,PREMIER
195,12,Other antidepressants,42953132,Mirtazapine 7.5 MG Oral Tablet [MIRTAPIN],No matching concept,None,0,No matching concept,-5,11,PREMIER
195,12,Other antidepressants,42972222,Trazodone 25 MG Oral Capsule [WHANIN TRAZODONE HCL],No matching concept,None,0,No matching concept,-5,-5,PREMIER
195,12,Other antidepressants,44506623,vortioxetine 10 MG Oral Tablet [Brintellix],No matching concept,None,0,No matching concept,-5,152,PREMIER
195,13,Dementia,378419,Alzheimer's disease,No matching concept,None,0,No matching concept,-5,28,PREMIER
195,13,Dementia,443605,Vascular dementia,No matching concept,None,0,No matching concept,-5,5,PREMIER
195,13,Dementia,4047747,Subcortical vascular dementia,No matching concept,None,0,No matching concept,-5,-5,PREMIER
195,13,Dementia,4182210,Dementia,No matching concept,None,0,No matching concept,5,35,PREMIER
195,13,Dementia,4220313,"Primary degenerative dementia of the Alzheimer type, senile onset",No matching concept,None,0,No matching concept,-5,38,PREMIER
195,14,Mania,436665,Bipolar disorder,No matching concept,None,0,No matching concept,-5,-5,PREMIER
195,15,Psychosis,435783,Schizophrenia,No matching concept,None,0,No matching concept,-5,-5,PREMIER
195,17,Depressive disorder,434911,"Recurrent major depressive episodes, severe, with psychosis",No matching concept,None,0,No matching concept,-5,-5,PREMIER
195,17,Depressive disorder,440383,Depressive disorder,No matching concept,None,0,No matching concept,5,62,PREMIER
195,17,Depressive disorder,4327337,Severe major depression without psychotic features,No matching concept,None,0,No matching concept,-5,6,PREMIER
195,17,Depressive disorder,4336957,Mild major depression,No matching concept,None,0,No matching concept,-5,-5,PREMIER
196,1,Psychosis,434911,"Recurrent major depressive episodes, severe, with psychosis",No matching concept,None,0,No matching concept,-5,-5,PREMIER
196,1,Psychosis,435783,Schizophrenia,No matching concept,None,0,No matching concept,-5,-5,PREMIER
197,0,Suicide and suicidal ideation,4152376,Intentional self poisoning,No matching concept,None,0,No matching concept,-5,-5,PREMIER
198,0,Toxic shock syndrome or kawasaki disease,314381,Acute febrile mucocutaneous lymph node syndrome,No matching concept,None,0,No matching concept,6,22,PREMIER
