covariate_id,covariate_name,covariate_analysis_id
437409212,condition_era group during day -30 through 0 days relative to index: Intracranial injury,212
437663210,condition_era group during day -365 through 0 days relative to index: Fever,210
437663212,condition_era group during day -30 through 0 days relative to index: Fever,212
437677210,condition_era group during day -365 through 0 days relative to index: Abnormal findings on diagnostic imaging of lung,210
437677212,condition_era group during day -30 through 0 days relative to index: Abnormal findings on diagnostic imaging of lung,212
438112210,condition_era group during day -365 through 0 days relative to index: Neoplastic disease,210
438112212,condition_era group during day -30 through 0 days relative to index: Neoplastic disease,212
439040210,condition_era group during day -365 through 0 days relative to index: Subdural hemorrhage,210
439040212,condition_era group during day -30 through 0 days relative to index: Subdural hemorrhage,212
439392210,condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm,210
439392212,condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm,212
439674210,condition_era group during day -365 through 0 days relative to index: Chronic viral hepatitis B without delta-agent,210
439674212,condition_era group during day -30 through 0 days relative to index: Chronic viral hepatitis B without delta-agent,212
439676210,condition_era group during day -365 through 0 days relative to index: Coronavirus infection,210
439676212,condition_era group during day -30 through 0 days relative to index: Coronavirus infection,212
439751210,condition_era group during day -365 through 0 days relative to index: Secondary malignant neoplasm of intrathoracic lymph nodes,210
439751212,condition_era group during day -30 through 0 days relative to index: Secondary malignant neoplasm of intrathoracic lymph nodes,212
439847210,condition_era group during day -365 through 0 days relative to index: Intracranial hemorrhage,210
439847212,condition_era group during day -30 through 0 days relative to index: Intracranial hemorrhage,212
440029210,condition_era group during day -365 through 0 days relative to index: Viral disease,210
440029212,condition_era group during day -30 through 0 days relative to index: Viral disease,212
440921210,condition_era group during day -365 through 0 days relative to index: Traumatic injury,210
440921212,condition_era group during day -30 through 0 days relative to index: Traumatic injury,212
441225210,condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of ampulla of Vater,210
441225212,condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of ampulla of Vater,212
441749802,observation during day -365 through 0 days relative to index: Fall on or from stairs or steps,802
441749804,observation during day -30 through 0 days relative to index: Fall on or from stairs or steps,804
441969210,condition_era group during day -365 through 0 days relative to index: Radiology result abnormal,210
441969212,condition_era group during day -30 through 0 days relative to index: Radiology result abnormal,212
443258210,condition_era group during day -365 through 0 days relative to index: Mass in head or neck,210
443258212,condition_era group during day -30 through 0 days relative to index: Mass in head or neck,212
443386210,condition_era group during day -365 through 0 days relative to index: Malignant tumor of duodenum,210
443386212,condition_era group during day -30 through 0 days relative to index: Malignant tumor of duodenum,212
443388210,condition_era group during day -365 through 0 days relative to index: Malignant tumor of lung,210
443388212,condition_era group during day -30 through 0 days relative to index: Malignant tumor of lung,212
443392210,condition_era group during day -365 through 0 days relative to index: Malignant neoplastic disease,210
443392212,condition_era group during day -30 through 0 days relative to index: Malignant neoplastic disease,212
443396210,condition_era group during day -365 through 0 days relative to index: Malignant tumor of large intestine,210
443396212,condition_era group during day -30 through 0 days relative to index: Malignant tumor of large intestine,212
443397210,condition_era group during day -365 through 0 days relative to index: Malignant tumor of small intestine,210
443397212,condition_era group during day -30 through 0 days relative to index: Malignant tumor of small intestine,212
443398210,condition_era group during day -365 through 0 days relative to index: Malignant tumor of intestine,210
443398212,condition_era group during day -30 through 0 days relative to index: Malignant tumor of intestine,212
443564210,condition_era group during day -365 through 0 days relative to index: Malignant neoplasm of bone,210
443564212,condition_era group during day -30 through 0 days relative to index: Malignant neoplasm of bone,212
443568210,condition_era group during day -365 through 0 days relative to index: Malignant neoplasm of gastrointestinal tract,210
443568212,condition_era group during day -30 through 0 days relative to index: Malignant neoplasm of gastrointestinal tract,212
443588210,condition_era group during day -365 through 0 days relative to index: Malignant neoplasm of brain,210
443588212,condition_era group during day -30 through 0 days relative to index: Malignant neoplasm of brain,212
443605210,condition_era group during day -365 through 0 days relative to index: Vascular dementia,210
443605212,condition_era group during day -30 through 0 days relative to index: Vascular dementia,212
443611210,condition_era group during day -365 through 0 days relative to index: Chronic kidney disease stage 5,210
443611212,condition_era group during day -30 through 0 days relative to index: Chronic kidney disease stage 5,212
443612210,condition_era group during day -365 through 0 days relative to index: Chronic kidney disease stage 4,210
443612212,condition_era group during day -30 through 0 days relative to index: Chronic kidney disease stage 4,212
444200210,condition_era group during day -365 through 0 days relative to index: Neoplasm of nervous system,210
444200212,condition_era group during day -30 through 0 days relative to index: Neoplasm of nervous system,212
444204210,condition_era group during day -365 through 0 days relative to index: Neoplasm of bone,210
444204212,condition_era group during day -30 through 0 days relative to index: Neoplasm of bone,212
706163702,measurement during day -365 through 0 days relative to index: SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,702
706163704,measurement during day -30 through 0 days relative to index: SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,704
708298410,drug_era group during day -365 through 0 days relative to index: Midazolam,410
708298412,drug_era group during day -30 through 0 days relative to index: Midazolam,412
710062410,drug_era group during day -365 through 0 days relative to index: Amitriptyline,410
711584410,drug_era group during day -365 through 0 days relative to index: Levetiracetam,410
711584412,drug_era group during day -30 through 0 days relative to index: Levetiracetam,412
711584413,drug_era group during day 0 through 0 days relative to index: Levetiracetam,413
713192410,drug_era group during day -365 through 0 days relative to index: fosphenytoin,410
715233410,drug_era group during day -365 through 0 days relative to index: Baclofen,410
715233412,drug_era group during day -30 through 0 days relative to index: Baclofen,412
715259410,drug_era group during day -365 through 0 days relative to index: duloxetine,410
715259412,drug_era group during day -30 through 0 days relative to index: duloxetine,412
715259413,drug_era group during day 0 through 0 days relative to index: duloxetine,413
715939410,drug_era group during day -365 through 0 days relative to index: Escitalopram,410
715939412,drug_era group during day -30 through 0 days relative to index: Escitalopram,412
715939413,drug_era group during day 0 through 0 days relative to index: Escitalopram,413
715997410,drug_era group during day -365 through 0 days relative to index: donepezil,410
715997412,drug_era group during day -30 through 0 days relative to index: donepezil,412
715997413,drug_era group during day 0 through 0 days relative to index: donepezil,413
718122410,drug_era group during day -365 through 0 days relative to index: oxcarbazepine,410
720810410,drug_era group during day -365 through 0 days relative to index: Pramipexole,410
720810412,drug_era group during day -30 through 0 days relative to index: Pramipexole,412
720810413,drug_era group during day 0 through 0 days relative to index: Pramipexole,413
723013410,drug_era group during day -365 through 0 days relative to index: Diazepam,410
723013412,drug_era group during day -30 through 0 days relative to index: Diazepam,412
723013413,drug_era group during day 0 through 0 days relative to index: Diazepam,413
732893410,drug_era group during day -365 through 0 days relative to index: Bupivacaine,410
734275410,drug_era group during day -365 through 0 days relative to index: Phenobarbital,410
734275412,drug_era group during day -30 through 0 days relative to index: Phenobarbital,412
734275413,drug_era group during day 0 through 0 days relative to index: Phenobarbital,413
734354410,drug_era group during day -365 through 0 days relative to index: pregabalin,410
734354412,drug_era group during day -30 through 0 days relative to index: pregabalin,412
734354413,drug_era group during day 0 through 0 days relative to index: pregabalin,413
735979410,drug_era group during day -365 through 0 days relative to index: Risperidone,410
742267410,drug_era group during day -365 through 0 days relative to index: topiramate,410
742267412,drug_era group during day -30 through 0 days relative to index: topiramate,412
742267413,drug_era group during day 0 through 0 days relative to index: topiramate,413
744740410,drug_era group during day -365 through 0 days relative to index: zolpidem,410
744740412,drug_era group during day -30 through 0 days relative to index: zolpidem,412
744740413,drug_era group during day 0 through 0 days relative to index: zolpidem,413
744798410,drug_era group during day -365 through 0 days relative to index: zonisamide,410
744798412,drug_era group during day -30 through 0 days relative to index: zonisamide,412
745466410,drug_era group during day -365 through 0 days relative to index: Valproate,410
745466412,drug_era group during day -30 through 0 days relative to index: Valproate,412
753626410,drug_era group during day -365 through 0 days relative to index: Propofol,410
753626412,drug_era group during day -30 through 0 days relative to index: Propofol,412
759740410,drug_era group during day -365 through 0 days relative to index: Pyridostigmine,410
762795502,procedure_occurrence during day -365 through 0 days relative to index: Percutaneous electrical nerve stimulation,502
762950502,procedure_occurrence during day -365 through 0 days relative to index: Three dimensional conformal radiotherapy,502
762950504,procedure_occurrence during day -30 through 0 days relative to index: Three dimensional conformal radiotherapy,504
764800210,condition_era group during day -365 through 0 days relative to index: Mass of pleura,210
764800212,condition_era group during day -30 through 0 days relative to index: Mass of pleura,212
766529410,drug_era group during day -365 through 0 days relative to index: Haloperidol,410
766529412,drug_era group during day -30 through 0 days relative to index: Haloperidol,412
766529413,drug_era group during day 0 through 0 days relative to index: Haloperidol,413
766814410,drug_era group during day -365 through 0 days relative to index: quetiapine,410
777221410,drug_era group during day -365 through 0 days relative to index: Hydroxyzine,410
777221412,drug_era group during day -30 through 0 days relative to index: Hydroxyzine,412
781039410,drug_era group during day -365 through 0 days relative to index: Alprazolam,410
781039412,drug_era group during day -30 through 0 days relative to index: Alprazolam,412
781039413,drug_era group during day 0 through 0 days relative to index: Alprazolam,413
785649410,drug_era group during day -365 through 0 days relative to index: Ketamine,410
787787410,drug_era group during day -365 through 0 days relative to index: hyaluronate,410
789578410,drug_era group during day -365 through 0 days relative to index: Levodopa,410
789578412,drug_era group during day -30 through 0 days relative to index: Levodopa,412
789578413,drug_era group during day 0 through 0 days relative to index: Levodopa,413
791967410,drug_era group during day -365 through 0 days relative to index: Lorazepam,410
791967412,drug_era group during day -30 through 0 days relative to index: Lorazepam,412
794852410,drug_era group during day -365 through 0 days relative to index: Chlorpromazine,410
794852412,drug_era group during day -30 through 0 days relative to index: Chlorpromazine,412
794852413,drug_era group during day 0 through 0 days relative to index: Chlorpromazine,413
797399410,drug_era group during day -365 through 0 days relative to index: gabapentin,410
797399412,drug_era group during day -30 through 0 days relative to index: gabapentin,412
797399413,drug_era group during day 0 through 0 days relative to index: gabapentin,413
798874410,drug_era group during day -365 through 0 days relative to index: Clonazepam,410
901318410,drug_era group during day -365 through 0 days relative to index: Sodium Ascorbate,410
901318412,drug_era group during day -30 through 0 days relative to index: Sodium Ascorbate,412
903963410,drug_era group during day -365 through 0 days relative to index: Triamcinolone,410
904453410,drug_era group during day -365 through 0 days relative to index: Esomeprazole,410
904453412,drug_era group during day -30 through 0 days relative to index: Esomeprazole,412
904453413,drug_era group during day 0 through 0 days relative to index: Esomeprazole,413
905233410,drug_era group during day -365 through 0 days relative to index: Mometasone,410
905233412,drug_era group during day -30 through 0 days relative to index: Mometasone,412
906780410,drug_era group during day -365 through 0 days relative to index: Metoclopramide,410
906780412,drug_era group during day -30 through 0 days relative to index: Metoclopramide,412
906780413,drug_era group during day 0 through 0 days relative to index: Metoclopramide,413
911354410,drug_era group during day -365 through 0 days relative to index: palonosetron,410
911354412,drug_era group during day -30 through 0 days relative to index: palonosetron,412
911486410,drug_era group during day -365 through 0 days relative to index: Glutamate,410
911486412,drug_era group during day -30 through 0 days relative to index: Glutamate,412
912362410,drug_era group during day -365 through 0 days relative to index: Ammonium Chloride,410
912362412,drug_era group during day -30 through 0 days relative to index: Ammonium Chloride,412
912362413,drug_era group during day 0 through 0 days relative to index: Ammonium Chloride,413
914335410,drug_era group during day -365 through 0 days relative to index: Atropine,410
914335412,drug_era group during day -30 through 0 days relative to index: Atropine,412
916005410,drug_era group during day -365 through 0 days relative to index: Solifenacin,410
916005412,drug_era group during day -30 through 0 days relative to index: Solifenacin,412
916005413,drug_era group during day 0 through 0 days relative to index: Solifenacin,413
917205410,drug_era group during day -365 through 0 days relative to index: Desonide,410
917205412,drug_era group during day -30 through 0 days relative to index: Desonide,412
923081410,drug_era group during day -365 through 0 days relative to index: Ofloxacin,410
923081412,drug_era group during day -30 through 0 days relative to index: Ofloxacin,412
924566410,drug_era group during day -365 through 0 days relative to index: tamsulosin,410
924566412,drug_era group during day -30 through 0 days relative to index: tamsulosin,412
924566413,drug_era group during day 0 through 0 days relative to index: tamsulosin,413
925952410,drug_era group during day -365 through 0 days relative to index: Oxytetracycline,410
926487410,drug_era group during day -365 through 0 days relative to index: Pancreatin,410
926487412,drug_era group during day -30 through 0 days relative to index: Pancreatin,412
928744410,drug_era group during day -365 through 0 days relative to index: Dimenhydrinate,410
929887410,drug_era group during day -365 through 0 days relative to index: lansoprazole,410
929887412,drug_era group during day -30 through 0 days relative to index: lansoprazole,412
929887413,drug_era group during day 0 through 0 days relative to index: lansoprazole,413
930021410,drug_era group during day -365 through 0 days relative to index: alfuzosin,410
937439410,drug_era group during day -365 through 0 days relative to index: Bethanechol,410
937439412,drug_era group during day -30 through 0 days relative to index: Bethanechol,412
937439413,drug_era group during day 0 through 0 days relative to index: Bethanechol,413
939134410,drug_era group during day -365 through 0 days relative to index: sertaconazole,410
939259410,drug_era group during day -365 through 0 days relative to index: Budesonide,410
939259412,drug_era group during day -30 through 0 days relative to index: Budesonide,412
939259413,drug_era group during day 0 through 0 days relative to index: Budesonide,413
939506410,drug_era group during day -365 through 0 days relative to index: Sodium Bicarbonate,410
939506412,drug_era group during day -30 through 0 days relative to index: Sodium Bicarbonate,412
939506413,drug_era group during day 0 through 0 days relative to index: Sodium Bicarbonate,413
940426410,drug_era group during day -365 through 0 days relative to index: calcium polycarbophil,410
940426412,drug_era group during day -30 through 0 days relative to index: calcium polycarbophil,412
940426413,drug_era group during day 0 through 0 days relative to index: calcium polycarbophil,413
942350410,drug_era group during day -365 through 0 days relative to index: torsemide,410
942350412,drug_era group during day -30 through 0 days relative to index: torsemide,412
942350413,drug_era group during day 0 through 0 days relative to index: torsemide,413
948078410,drug_era group during day -365 through 0 days relative to index: pantoprazole,410
948078412,drug_era group during day -30 through 0 days relative to index: pantoprazole,412
948078413,drug_era group during day 0 through 0 days relative to index: pantoprazole,413
948582410,drug_era group during day -365 through 0 days relative to index: Polymyxin B,410
950696410,drug_era group during day -365 through 0 days relative to index: Nizatidine,410
951511410,drug_era group during day -365 through 0 days relative to index: Mupirocin,410
951511412,drug_era group during day -30 through 0 days relative to index: Mupirocin,412
953076410,drug_era group during day -365 through 0 days relative to index: Famotidine,410
953076412,drug_era group during day -30 through 0 days relative to index: Famotidine,412
953076413,drug_era group during day 0 through 0 days relative to index: Famotidine,413
955632410,drug_era group during day -365 through 0 days relative to index: Fluorouracil,410
955632412,drug_era group during day -30 through 0 days relative to index: Fluorouracil,412
955632413,drug_era group during day 0 through 0 days relative to index: Fluorouracil,413
956653410,drug_era group during day -365 through 0 days relative to index: Fosfomycin,410
956653412,drug_era group during day -30 through 0 days relative to index: Fosfomycin,412
956874410,drug_era group during day -365 through 0 days relative to index: Furosemide,410
