concept_id,concept_name,concept_count,cohort_id,database_id
41184652,Propafenone 225 MG Extended Release Oral Capsule [Rytmonorm],5,160,PREMIER
320744,Complete atrioventricular block,-5,160,PREMIER
321042,Cardiac arrest,-5,160,PREMIER
4115173,Atrial premature complex,-5,160,PREMIER
4120088,Cardiac arrest with successful resuscitation,-5,160,PREMIER
4185572,Ventricular arrhythmia,-5,160,PREMIER
44784217,Cardiac arrhythmia,-5,160,PREMIER
4068155,Atrial arrhythmia,-5,160,PREMIER
4089462,Ventricular premature complex,-5,160,PREMIER
4141360,Chronic atrial fibrillation,-5,160,PREMIER
4169095,Bradycardia,-5,160,PREMIER
4232697,Persistent atrial fibrillation,-5,160,PREMIER
4261842,Sick sinus syndrome,-5,160,PREMIER
40841232,Propafenone 325 MG Extended Release Oral Capsule [Rytmonorm],-5,160,PREMIER
4049402,Transthoracic cardiac pacing procedure,9,161,PREMIER
4290930,Insertion of pacemaker pulse generator,6,161,PREMIER
320744,Complete atrioventricular block,-5,161,PREMIER
4169095,Bradycardia,-5,161,PREMIER
4261842,Sick sinus syndrome,-5,161,PREMIER
4154290,Paroxysmal atrial fibrillation,28,162,PREMIER
4275423,Supraventricular tachycardia,5,162,PREMIER
4115173,Atrial premature complex,-5,162,PREMIER
4068155,Atrial arrhythmia,-5,162,PREMIER
4141360,Chronic atrial fibrillation,-5,162,PREMIER
4232697,Persistent atrial fibrillation,-5,162,PREMIER
4261842,Sick sinus syndrome,-5,162,PREMIER
321042,Cardiac arrest,-5,163,PREMIER
4120088,Cardiac arrest with successful resuscitation,-5,163,PREMIER
4185572,Ventricular arrhythmia,-5,163,PREMIER
76482,Missed miscarriage,17,170,PREMIER
436176,Miscarriage without complication,-5,170,PREMIER
194702,Premature rupture of membranes,17,171,PREMIER
4118056,Fetal or neonatal effect of maternal premature rupture of membrane,-5,171,PREMIER
72693,Poor fetal growth affecting management,6,172,PREMIER
9201,Inpatient Visit,-5,174,PREMIER
262,Emergency Room and Inpatient Visit,-5,174,PREMIER
262,Emergency Room and Inpatient Visit,-5,175,PREMIER
9201,Inpatient Visit,-5,175,PREMIER
255848,Pneumonia,225,176,PREMIER
257315,Bacterial pneumonia,56,176,PREMIER
256722,Bronchopneumonia,33,176,PREMIER
256723,Pneumonia and influenza,16,176,PREMIER
4025165,Abscess of lung with pneumonia,7,176,PREMIER
261326,Viral pneumonia,-5,176,PREMIER
4230167,Artificial respiration,83,177,PREMIER
4013354,Insertion of endotracheal tube,39,177,PREMIER
4335583,Tracheal intubation using rigid bronchoscope,-5,177,PREMIER
4230167,Artificial respiration,70,178,PREMIER
4013354,Insertion of endotracheal tube,37,178,PREMIER
4335583,Tracheal intubation using rigid bronchoscope,-5,178,PREMIER
4120120,Hemodialysis,988,181,PREMIER
4051329,Continuous venovenous hemodialysis,10,181,PREMIER
4050863,Continuous hemodialysis,7,181,PREMIER
4080169,Continuous ambulatory peritoneal dialysis,6,181,PREMIER
77670,Chest pain,121,182,PREMIER
321318,Angina pectoris,19,182,PREMIER
315296,Preinfarction syndrome,14,182,PREMIER
315296,Preinfarction syndrome,38,183,PREMIER
321318,Angina pectoris,32,183,PREMIER
4245975,Hepatic failure,11,184,PREMIER
196455,Hepatorenal syndrome,-5,184,PREMIER
199074,Acute pancreatitis,10,185,PREMIER
44806251,Biliary acute pancreatitis,-5,185,PREMIER
443454,Cerebral infarction,69,186,PREMIER
439846,Left heart failure,50,186,PREMIER
316139,Heart failure,23,186,PREMIER
312327,Acute myocardial infarction,18,186,PREMIER
4270024,Acute non-ST segment elevation myocardial infarction,17,186,PREMIER
314378,Hypertensive heart disease with congestive heart failure,15,186,PREMIER
321042,Cardiac arrest,11,186,PREMIER
4110189,Cerebral infarct due to thrombosis of precerebral arteries,8,186,PREMIER
4148906,Spontaneous subarachnoid hemorrhage,8,186,PREMIER
43530727,Spontaneous cerebral hemorrhage,7,186,PREMIER
443580,Systolic heart failure,5,186,PREMIER
42535425,Spontaneous hemorrhage of cerebral hemisphere,-5,186,PREMIER
319835,Congestive heart failure,-5,186,PREMIER
434376,Acute myocardial infarction of anterior wall,-5,186,PREMIER
4120088,Cardiac arrest with successful resuscitation,-5,186,PREMIER
439696,Hypertensive heart and renal disease with (congestive) heart failure,-5,186,PREMIER
443587,Diastolic heart failure,-5,186,PREMIER
4046089,Vascular dementia of acute onset,-5,186,PREMIER
28779,Bleeding esophageal varices,11,187,PREMIER
192671,Gastrointestinal hemorrhage,11,187,PREMIER
4231580,Acute gastric ulcer with hemorrhage,7,187,PREMIER
26727,Hematemesis,6,187,PREMIER
193249,Acute hemorrhagic gastritis,-5,187,PREMIER
4211001,Chronic gastric ulcer with hemorrhage,-5,187,PREMIER
316457,Mallory-Weiss syndrome,-5,187,PREMIER
442190,Hemorrhage of colon,-5,187,PREMIER
25844,Ulcer of esophagus,-5,187,PREMIER
4057953,Acute gastric ulcer with perforation,-5,187,PREMIER
4265479,Acute duodenal ulcer with perforation,-5,187,PREMIER
46269907,Intestinal hemorrhage with diverticulosis,-5,187,PREMIER
373503,Transient cerebral ischemia,14,189,PREMIER
374055,Basilar artery syndrome,11,189,PREMIER
4110194,Middle cerebral artery syndrome,-5,189,PREMIER
443454,Cerebral infarction,71,190,PREMIER
4110189,Cerebral infarct due to thrombosis of precerebral arteries,8,190,PREMIER
4148906,Spontaneous subarachnoid hemorrhage,8,190,PREMIER
4014781,Closed traumatic subdural hemorrhage,7,190,PREMIER
43530727,Spontaneous cerebral hemorrhage,7,190,PREMIER
435959,Subarachnoid hemorrhage following injury without open intracranial wound,5,190,PREMIER
42535425,Spontaneous hemorrhage of cerebral hemisphere,-5,190,PREMIER
4049659,Subcortical hemorrhage,-5,190,PREMIER
42535426,Acute nontraumatic subdural hemorrhage,-5,190,PREMIER
42539269,Spontaneous hemorrhage of brain stem,-5,190,PREMIER
252477,Extradural hemorrhage following injury without open intracranial wound,-5,190,PREMIER
4046089,Vascular dementia of acute onset,-5,190,PREMIER
4110185,"Intracerebral hemorrhage, intraventricular",-5,190,PREMIER
37016924,Dissection of cerebral artery,-5,190,PREMIER
443454,Cerebral infarction,71,191,PREMIER
4110189,Cerebral infarct due to thrombosis of precerebral arteries,8,191,PREMIER
4046089,Vascular dementia of acute onset,-5,191,PREMIER
4148906,Spontaneous subarachnoid hemorrhage,8,192,PREMIER
43530727,Spontaneous cerebral hemorrhage,7,192,PREMIER
42535425,Spontaneous hemorrhage of cerebral hemisphere,-5,192,PREMIER
4270024,Acute non-ST segment elevation myocardial infarction,19,193,PREMIER
312327,Acute myocardial infarction,18,193,PREMIER
434376,Acute myocardial infarction of anterior wall,-5,193,PREMIER
315276,Vitreous hemorrhage,39,194,PREMIER
28779,Bleeding esophageal varices,9,194,PREMIER
192671,Gastrointestinal hemorrhage,9,194,PREMIER
4148906,Spontaneous subarachnoid hemorrhage,7,194,PREMIER
4231580,Acute gastric ulcer with hemorrhage,7,194,PREMIER
43530727,Spontaneous cerebral hemorrhage,7,194,PREMIER
26727,Hematemesis,6,194,PREMIER
261687,Hemoptysis,6,194,PREMIER
4014781,Closed traumatic subdural hemorrhage,6,194,PREMIER
320739,Dissection of aorta,5,194,PREMIER
374025,Retinal hemorrhage,5,194,PREMIER
4211001,Chronic gastric ulcer with hemorrhage,-5,194,PREMIER
42535425,Spontaneous hemorrhage of cerebral hemisphere,-5,194,PREMIER
42539269,Spontaneous hemorrhage of brain stem,-5,194,PREMIER
193249,Acute hemorrhagic gastritis,-5,194,PREMIER
316457,Mallory-Weiss syndrome,-5,194,PREMIER
435959,Subarachnoid hemorrhage following injury without open intracranial wound,-5,194,PREMIER
437312,Bleeding,-5,194,PREMIER
4049659,Subcortical hemorrhage,-5,194,PREMIER
42535426,Acute nontraumatic subdural hemorrhage,-5,194,PREMIER
194690,Nontraumatic hemoperitoneum,-5,194,PREMIER
442190,Hemorrhage of colon,-5,194,PREMIER
197925,Hemorrhage of rectum and anus,-5,194,PREMIER
200562,Traumatic pneumohemothorax without open wound into thorax,-5,194,PREMIER
252477,Extradural hemorrhage following injury without open intracranial wound,-5,194,PREMIER
443929,Postpartum hemorrhage,-5,194,PREMIER
4096682,Bleeding from nose,-5,194,PREMIER
4101602,Henoch-Schönlein purpura,-5,194,PREMIER
4110185,"Intracerebral hemorrhage, intraventricular",-5,194,PREMIER
4129155,Vaginal bleeding,-5,194,PREMIER
4135466,Hemothorax,-5,194,PREMIER
4137430,Idiopathic thrombocytopenic purpura,-5,194,PREMIER
4169954,Genitourinary tract hemorrhage,-5,194,PREMIER
46269907,Intestinal hemorrhage with diverticulosis,-5,194,PREMIER
440383,Depressive disorder,9,195,PREMIER
433440,Dysthymia,-5,195,PREMIER
4327337,Severe major depression without psychotic features,-5,195,PREMIER
435220,Severe recurrent major depression without psychotic features,-5,195,PREMIER
4307111,Moderate major depression,-5,195,PREMIER
4336957,Mild major depression,-5,195,PREMIER
4338031,Mixed anxiety and depressive disorder,-5,195,PREMIER
