cohort_id,concept_set_id,concept_set_name,concept_id,concept_name,concept_code,source_vocabulary_id,source_concept_id,source_concept_name,concept_subjects,concept_count,database_id
122,3,LAMA,19121580,tiotropium 0.018 MG Inhalation Powder [Spiriva],NA,NA,NA,NA,-5,69,PREMIER
122,3,LAMA,42919657,60 ACTUAT tiotropium 0.00250000000000000005 MG/ACTUAT Metered Dose Inhaler [Spiriva Respimat],NA,NA,NA,NA,6,36,PREMIER
122,5,SABA,42918918,200 ACTUAT Albuterol 0.100000000000000006 MG/ACTUAT Metered Dose Inhaler [Ventolin Evohaler],NA,NA,NA,NA,15,81,PREMIER
122,5,SABA,42921728,2.5 ML Albuterol 1 MG/ML Inhalant Solution [VENTOLIN NEBUL],NA,NA,NA,NA,124,1039,PREMIER
122,7,ICS,19098138,Budesonide 0.25 MG/ML Inhalation Suspension,NA,NA,NA,NA,-5,11,PREMIER
122,7,ICS,42919252,100 ACTUAT Budesonide 0.200000000000000011 MG/ACTUAT Dry Powder Inhaler [Pulmicort Turbuhaler],NA,NA,NA,NA,-5,-5,PREMIER
122,7,ICS,42922105,2 ML Budesonide 0.25 MG/ML Inhalant Solution [Budecort],NA,NA,NA,NA,6,29,PREMIER
122,8,combo,43190570,Budesonide 0.08 MG / formoterol 0.0045 MG Dry Powder Inhaler,NA,NA,NA,NA,-5,-5,PREMIER
122,9,SABA + SAMA,42918918,200 ACTUAT Albuterol 0.100000000000000006 MG/ACTUAT Metered Dose Inhaler [Ventolin Evohaler],NA,NA,NA,NA,15,81,PREMIER
122,9,SABA + SAMA,42921728,2.5 ML Albuterol 1 MG/ML Inhalant Solution [VENTOLIN NEBUL],NA,NA,NA,NA,124,1039,PREMIER
123,9,LABA + LAMA + ICS,19098138,Budesonide 0.25 MG/ML Inhalation Suspension,NA,NA,NA,NA,-5,11,PREMIER
123,9,LABA + LAMA + ICS,19121580,tiotropium 0.018 MG Inhalation Powder [Spiriva],NA,NA,NA,NA,-5,69,PREMIER
123,9,LABA + LAMA + ICS,42919252,100 ACTUAT Budesonide 0.200000000000000011 MG/ACTUAT Dry Powder Inhaler [Pulmicort Turbuhaler],NA,NA,NA,NA,-5,-5,PREMIER
123,9,LABA + LAMA + ICS,42919657,60 ACTUAT tiotropium 0.00250000000000000005 MG/ACTUAT Metered Dose Inhaler [Spiriva Respimat],NA,NA,NA,NA,6,36,PREMIER
123,9,LABA + LAMA + ICS,42922105,2 ML Budesonide 0.25 MG/ML Inhalant Solution [Budecort],NA,NA,NA,NA,6,29,PREMIER
124,8,Combo,43190570,Budesonide 0.08 MG / formoterol 0.0045 MG Dry Powder Inhaler,NA,NA,NA,NA,-5,-5,PREMIER
142,4,Eclampsia and Pre-eclampsia,433536,Severe pre-eclampsia,NA,NA,NA,NA,-5,-5,PREMIER
142,4,Eclampsia and Pre-eclampsia,439393,Pre-eclampsia,NA,NA,NA,NA,-5,6,PREMIER
143,1,Fever (38.0?C or higher) pre-coordinated measurement and conditions,437663,Fever,NA,NA,NA,NA,515,893,PREMIER
143,2,Fever (38.0?C or higher) measurement and observation,3020891,Body temperature,No matching concept,None,0,No matching concept,892,93685,PREMIER
144,1,Cough,254761,Cough,NA,NA,NA,NA,110,509,PREMIER
144,1,Cough,433596,Abnormal sputum,NA,NA,NA,NA,-5,-5,PREMIER
145,2,Myalgia,442752,Muscle pain,NA,NA,NA,NA,32,189,PREMIER
145,2,Myalgia,4121597,Myalgia/myositis - shoulder,NA,NA,NA,NA,5,8,PREMIER
145,2,Myalgia,4125937,Myalgia/myositis - multiple,NA,NA,NA,NA,20,183,PREMIER
145,2,Myalgia,4126064,Myalgia/myositis - ankle/foot,NA,NA,NA,NA,-5,7,PREMIER
146,3,Malaise or Fatigue or (Malaise and Fatigue),439926,Malaise and fatigue,NA,NA,NA,NA,49,149,PREMIER
147,3,Shortness of breath (dyspnea),312437,Dyspnea,NA,NA,NA,NA,101,419,PREMIER
148,0,Altered Smell or Taste,4185711,Loss of sense of smell,NA,NA,NA,NA,-5,50,PREMIER
149,2,SARS-Cov-2 testing,37310281,2019 novel coronavirus not detected,NA,NA,NA,NA,28,187,PREMIER
152,1,Inpatient or Inpatient/ER visit,262,Emergency Room and Inpatient Visit,NA,NA,NA,NA,438,828,PREMIER
152,1,Inpatient or Inpatient/ER visit,9201,Inpatient Visit,NA,NA,NA,NA,417,1494,PREMIER
152,2,Pneumonia,253790,Pneumonia due to Klebsiella pneumoniae,NA,NA,NA,NA,-5,-5,PREMIER
152,2,Pneumonia,255848,Pneumonia,NA,NA,NA,NA,155,505,PREMIER
152,2,Pneumonia,256722,Bronchopneumonia,NA,NA,NA,NA,14,57,PREMIER
152,2,Pneumonia,256723,Pneumonia and influenza,NA,NA,NA,NA,10,28,PREMIER
152,2,Pneumonia,257315,Bacterial pneumonia,NA,NA,NA,NA,21,460,PREMIER
152,2,Pneumonia,261324,Pneumonia due to Streptococcus,NA,NA,NA,NA,-5,-5,PREMIER
152,2,Pneumonia,261326,Viral pneumonia,NA,NA,NA,NA,5,9,PREMIER
152,2,Pneumonia,4025165,Abscess of lung with pneumonia,NA,NA,NA,NA,-5,17,PREMIER
152,2,Pneumonia,4133224,Lobar pneumonia,NA,NA,NA,NA,-5,-5,PREMIER
153,3,Acute respiratory distress syndrome (ARDS) or Acute Respiratory Failure,319049,Acute respiratory failure,NA,NA,NA,NA,-5,-5,PREMIER
153,3,Acute respiratory distress syndrome (ARDS) or Acute Respiratory Failure,46271075,Acute hypoxemic respiratory failure,NA,NA,NA,NA,16,18,PREMIER
154,1,Acute kidney injury,196455,Hepatorenal syndrome,NA,NA,NA,NA,-5,26,PREMIER
154,1,Acute kidney injury,197320,Acute renal failure syndrome,NA,NA,NA,NA,57,271,PREMIER
154,1,Acute kidney injury,197329,Acute renal failure due to acute cortical necrosis,NA,NA,NA,NA,-5,-5,PREMIER
154,1,Acute kidney injury,4054992,Rapidly progressive nephritic syndrome,NA,NA,NA,NA,-5,49,PREMIER
154,1,Acute kidney injury,4102631,Acute interstitial nephritis,NA,NA,NA,NA,40,482,PREMIER
154,1,Acute kidney injury,4189531,Acute nephritis,NA,NA,NA,NA,-5,21,PREMIER
154,1,Acute kidney injury,45757466,Acute renal failure due to tubular necrosis,NA,NA,NA,NA,-5,-5,PREMIER
154,2,ESRD,193782,End-stage renal disease,NA,NA,NA,NA,8,83,PREMIER
154,2,ESRD,443611,Chronic kidney disease stage 5,NA,NA,NA,NA,163,19022,PREMIER
154,2,ESRD,45769904,End stage renal disease on dialysis due to type 1 diabetes mellitus,NA,NA,NA,NA,-5,25,PREMIER
154,2,ESRD,45769906,End stage renal disease on dialysis due to type 2 diabetes mellitus,NA,NA,NA,NA,26,1644,PREMIER
154,3,transplant,4309006,Kidney transplant failure and rejection,NA,NA,NA,NA,-5,114,PREMIER
154,3,transplant,4322471,Transplant of kidney,NA,NA,NA,NA,-5,-5,PREMIER
154,3,transplant,42539502,Transplanted kidney present,NA,NA,NA,NA,-5,262,PREMIER
155,5,Sepsis,132797,Sepsis,NA,NA,NA,NA,21,29,PREMIER
155,5,Sepsis,196236,Septic shock,NA,NA,NA,NA,13,15,PREMIER
155,5,Sepsis,434821,Systemic inflammatory response syndrome,NA,NA,NA,NA,17,18,PREMIER
155,5,Sepsis,40479649,Systemic inflammatory response syndrome associated with organ dysfunction,NA,NA,NA,NA,-5,-5,PREMIER
155,5,Sepsis,40489907,Sepsis due to Staphylococcus aureus,NA,NA,NA,NA,-5,-5,PREMIER
155,5,Sepsis,40493038,Sepsis due to Gram negative bacteria,NA,NA,NA,NA,-5,44,PREMIER
155,5,Sepsis,46270041,Sepsis of newborn due to group B Streptococcus,NA,NA,NA,NA,-5,-5,PREMIER
156,11,Venous thromboembolism (pulmonary embolism and deep vein thrombosis),77310,Deep vein phlebitis and thrombophlebitis of the leg,NA,NA,NA,NA,-5,9,PREMIER
156,11,Venous thromboembolism (pulmonary embolism and deep vein thrombosis),320741,Thrombophlebitis,NA,NA,NA,NA,-5,-5,PREMIER
156,11,Venous thromboembolism (pulmonary embolism and deep vein thrombosis),440417,Pulmonary embolism,NA,NA,NA,NA,15,95,PREMIER
157,13,Pulmonary Embolism,440417,Pulmonary embolism,NA,NA,NA,NA,15,95,PREMIER
159,1,Heart Failure ,314378,Hypertensive heart disease with congestive heart failure,NA,NA,NA,NA,20,559,PREMIER
159,1,Heart Failure ,316139,Heart failure,NA,NA,NA,NA,37,239,PREMIER
159,1,Heart Failure ,319835,Congestive heart failure,NA,NA,NA,NA,7,74,PREMIER
159,1,Heart Failure ,439696,Hypertensive heart and renal disease with (congestive) heart failure,NA,NA,NA,NA,-5,-5,PREMIER
159,1,Heart Failure ,439846,Left heart failure,NA,NA,NA,NA,47,286,PREMIER
159,1,Heart Failure ,443580,Systolic heart failure,NA,NA,NA,NA,13,57,PREMIER
159,1,Heart Failure ,443587,Diastolic heart failure,NA,NA,NA,NA,-5,-5,PREMIER
160,0,Cardiac arrhythmia composite,320744,Complete atrioventricular block,NA,NA,NA,NA,-5,31,PREMIER
160,0,Cardiac arrhythmia composite,321042,Cardiac arrest,NA,NA,NA,NA,11,16,PREMIER
160,0,Cardiac arrhythmia composite,4068155,Atrial arrhythmia,NA,NA,NA,NA,-5,12,PREMIER
160,0,Cardiac arrhythmia composite,4089462,Ventricular premature complex,NA,NA,NA,NA,7,36,PREMIER
160,0,Cardiac arrhythmia composite,4115173,Atrial premature complex,NA,NA,NA,NA,6,62,PREMIER
160,0,Cardiac arrhythmia composite,4120088,Cardiac arrest with successful resuscitation,NA,NA,NA,NA,-5,14,PREMIER
160,0,Cardiac arrhythmia composite,4141360,Chronic atrial fibrillation,NA,NA,NA,NA,-5,-5,PREMIER
160,0,Cardiac arrhythmia composite,4154290,Paroxysmal atrial fibrillation,NA,NA,NA,NA,14,202,PREMIER
160,0,Cardiac arrhythmia composite,4169095,Bradycardia,NA,NA,NA,NA,5,9,PREMIER
160,0,Cardiac arrhythmia composite,4185572,Ventricular arrhythmia,NA,NA,NA,NA,-5,-5,PREMIER
160,0,Cardiac arrhythmia composite,4232697,Persistent atrial fibrillation,NA,NA,NA,NA,-5,20,PREMIER
160,0,Cardiac arrhythmia composite,4261842,Sick sinus syndrome,NA,NA,NA,NA,-5,-5,PREMIER
160,0,Cardiac arrhythmia composite,4275423,Supraventricular tachycardia,NA,NA,NA,NA,8,84,PREMIER
160,0,Cardiac arrhythmia composite,44784217,Cardiac arrhythmia,NA,NA,NA,NA,5,15,PREMIER
160,1,Antiarrhythmics,19133832,Amiodarone hydrochloride 200 MG Oral Tablet [Cordarone],NA,NA,NA,NA,9,189,PREMIER
160,1,Antiarrhythmics,40163618,dronedarone 400 MG Oral Tablet [Multaq],NA,NA,NA,NA,-5,-5,PREMIER
160,1,Antiarrhythmics,40841232,Propafenone 325 MG Extended Release Oral Capsule [Rytmonorm],NA,NA,NA,NA,-5,21,PREMIER
160,1,Antiarrhythmics,41184652,Propafenone 225 MG Extended Release Oral Capsule [Rytmonorm],NA,NA,NA,NA,-5,112,PREMIER
160,1,Antiarrhythmics,41349044,3 ML Amiodarone 50 MG/ML Injectable Solution [Cordarone],NA,NA,NA,NA,11,37,PREMIER
160,2,Procedures/Devices to treat cardiac arrhythmia or pacemakers,2008358,Other electric countershock of heart,NA,NA,NA,NA,11,18,PREMIER
160,2,Procedures/Devices to treat cardiac arrhythmia or pacemakers,4048694,Electronic analysis of internal pacemaker system,NA,NA,NA,NA,-5,22,PREMIER
160,2,Procedures/Devices to treat cardiac arrhythmia or pacemakers,4049402,Transthoracic cardiac pacing procedure,NA,NA,NA,NA,8,10,PREMIER
160,2,Procedures/Devices to treat cardiac arrhythmia or pacemakers,4049987,Radiofrequency ablation operation for arrhythmia,NA,NA,NA,NA,-5,-5,PREMIER
160,2,Procedures/Devices to treat cardiac arrhythmia or pacemakers,4290930,Insertion of pacemaker pulse generator,NA,NA,NA,NA,6,7,PREMIER
160,2,Procedures/Devices to treat cardiac arrhythmia or pacemakers,40479379,Insertion of single chamber pacing cardioverter defibrillator pulse generator,NA,NA,NA,NA,-5,-5,PREMIER
160,2,Procedures/Devices to treat cardiac arrhythmia or pacemakers,40481055,Insertion of dual chamber pulse generator and repositioning of cardioverter defibrillation pulse generator lead,NA,NA,NA,NA,-5,-5,PREMIER
161,0,Pacemaker,4048694,Electronic analysis of internal pacemaker system,NA,NA,NA,NA,-5,22,PREMIER
161,0,Pacemaker,4049402,Transthoracic cardiac pacing procedure,NA,NA,NA,NA,8,10,PREMIER
161,0,Pacemaker,4290930,Insertion of pacemaker pulse generator,NA,NA,NA,NA,6,7,PREMIER
161,0,Pacemaker,40479379,Insertion of single chamber pacing cardioverter defibrillator pulse generator,NA,NA,NA,NA,-5,-5,PREMIER
161,0,Pacemaker,40481055,Insertion of dual chamber pulse generator and repositioning of cardioverter defibrillation pulse generator lead,NA,NA,NA,NA,-5,-5,PREMIER
161,1,Bradycardia or heart block,320744,Complete atrioventricular block,NA,NA,NA,NA,-5,31,PREMIER
161,1,Bradycardia or heart block,4169095,Bradycardia,NA,NA,NA,NA,5,9,PREMIER
161,1,Bradycardia or heart block,4261842,Sick sinus syndrome,NA,NA,NA,NA,-5,-5,PREMIER
162,0,Supraventricular arrythymia,4068155,Atrial arrhythmia,NA,NA,NA,NA,-5,12,PREMIER
162,0,Supraventricular arrythymia,4115173,Atrial premature complex,NA,NA,NA,NA,6,62,PREMIER
162,0,Supraventricular arrythymia,4141360,Chronic atrial fibrillation,NA,NA,NA,NA,-5,-5,PREMIER
162,0,Supraventricular arrythymia,4154290,Paroxysmal atrial fibrillation,NA,NA,NA,NA,14,202,PREMIER
162,0,Supraventricular arrythymia,4232697,Persistent atrial fibrillation,NA,NA,NA,NA,-5,20,PREMIER
162,0,Supraventricular arrythymia,4261842,Sick sinus syndrome,NA,NA,NA,NA,-5,-5,PREMIER
162,0,Supraventricular arrythymia,4275423,Supraventricular tachycardia,NA,NA,NA,NA,8,84,PREMIER
163,0,ventricular arrhythmia or cardiac arrest,321042,Cardiac arrest,NA,NA,NA,NA,11,16,PREMIER
163,0,ventricular arrhythmia or cardiac arrest,4120088,Cardiac arrest with successful resuscitation,NA,NA,NA,NA,-5,14,PREMIER
163,0,ventricular arrhythmia or cardiac arrest,4185572,Ventricular arrhythmia,NA,NA,NA,NA,-5,-5,PREMIER
169,2,Preterm delivery,4118056,Fetal or neonatal effect of maternal premature rupture of membrane,NA,NA,NA,NA,-5,-5,PREMIER
169,2,Preterm delivery,4171115,Low birth weight infant,NA,NA,NA,NA,-5,35,PREMIER
169,2,Preterm delivery,36675035,Prematurity of infant,NA,NA,NA,NA,-5,118,PREMIER
169,2,Preterm delivery,44784550,Preterm spontaneous labor with preterm delivery,NA,NA,NA,NA,-5,-5,PREMIER
170,0,Abortion,76482,Missed miscarriage,NA,NA,NA,NA,6,70,PREMIER
170,0,Abortion,436176,Miscarriage without complication,NA,NA,NA,NA,-5,-5,PREMIER
171,3,Premature rupture of membranes,194702,Premature rupture of membranes,NA,NA,NA,NA,16,32,PREMIER
171,3,Premature rupture of membranes,4118056,Fetal or neonatal effect of maternal premature rupture of membrane,NA,NA,NA,NA,-5,-5,PREMIER
172,4,Fetal growth restriction,72693,Poor fetal growth affecting management,NA,NA,NA,NA,-5,29,PREMIER
174,3,Asthma,317009,Asthma,NA,NA,NA,NA,43,563,PREMIER
174,3,Asthma,4110051,Mixed asthma,NA,NA,NA,NA,-5,20,PREMIER
174,3,Asthma,4191479,Allergic asthma,NA,NA,NA,NA,12,117,PREMIER
178,5,Mechanical ventilation,4013354,Insertion of endotracheal tube,NA,NA,NA,NA,50,67,PREMIER
178,5,Mechanical ventilation,4074665,Controlled ventilation,NA,NA,NA,NA,-5,-5,PREMIER
178,5,Mechanical ventilation,4230167,Artificial respiration,NA,NA,NA,NA,66,333,PREMIER
178,5,Mechanical ventilation,4335583,Tracheal intubation using rigid bronchoscope,NA,NA,NA,NA,-5,-5,PREMIER
181,5,Dialysis,4050863,Continuous hemodialysis,NA,NA,NA,NA,11,12,PREMIER
181,5,Dialysis,4051329,Continuous venovenous hemodialysis,NA,NA,NA,NA,14,64,PREMIER
181,5,Dialysis,4051330,Continuous venovenous hemofiltration,NA,NA,NA,NA,-5,5,PREMIER
181,5,Dialysis,4052537,Continuous hemofiltration,NA,NA,NA,NA,-5,-5,PREMIER
181,5,Dialysis,4080169,Continuous ambulatory peritoneal dialysis,NA,NA,NA,NA,5,59,PREMIER
181,5,Dialysis,4120120,Hemodialysis,NA,NA,NA,NA,162,177779,PREMIER
182,3,Chest pain or angina,77670,Chest pain,NA,NA,NA,NA,124,749,PREMIER
182,3,Chest pain or angina,315296,Preinfarction syndrome,NA,NA,NA,NA,22,410,PREMIER
182,3,Chest pain or angina,321318,Angina pectoris,NA,NA,NA,NA,41,396,PREMIER
183,3,Angina,315296,Preinfarction syndrome,NA,NA,NA,NA,22,410,PREMIER
183,3,Angina,321318,Angina pectoris,NA,NA,NA,NA,41,396,PREMIER
184,0,"hepatic failure, necrosis or coma",196455,Hepatorenal syndrome,NA,NA,NA,NA,-5,26,PREMIER
184,0,"hepatic failure, necrosis or coma",4245975,Hepatic failure,NA,NA,NA,NA,11,81,PREMIER
185,9,Acute pancreatitis,199074,Acute pancreatitis,NA,NA,NA,NA,9,27,PREMIER
185,9,Acute pancreatitis,44806251,Biliary acute pancreatitis,NA,NA,NA,NA,-5,12,PREMIER
186,3,Acute myocardial Infarction,312327,Acute myocardial infarction,NA,NA,NA,NA,18,134,PREMIER
186,3,Acute myocardial Infarction,434376,Acute myocardial infarction of anterior wall,NA,NA,NA,NA,-5,45,PREMIER
186,3,Acute myocardial Infarction,4270024,Acute non-ST segment elevation myocardial infarction,NA,NA,NA,NA,15,233,PREMIER
186,4,Sudden cardiac death,321042,Cardiac arrest,NA,NA,NA,NA,11,16,PREMIER
186,4,Sudden cardiac death,4120088,Cardiac arrest with successful resuscitation,NA,NA,NA,NA,-5,14,PREMIER
187,2,Inpatient or ER visit,262,Emergency Room and Inpatient Visit,NA,NA,NA,NA,438,828,PREMIER
187,2,Inpatient or ER visit,9201,Inpatient Visit,NA,NA,NA,NA,417,1494,PREMIER
187,2,Inpatient or ER visit,9203,Emergency Room Visit,NA,NA,NA,NA,607,1787,PREMIER
187,5,Gastrointestinal hemorrhage GI bleeding,25844,Ulcer of esophagus,NA,NA,NA,NA,-5,-5,PREMIER
187,5,Gastrointestinal hemorrhage GI bleeding,26727,Hematemesis,NA,NA,NA,NA,6,7,PREMIER
187,5,Gastrointestinal hemorrhage GI bleeding,28779,Bleeding esophageal varices,NA,NA,NA,NA,7,111,PREMIER
187,5,Gastrointestinal hemorrhage GI bleeding,192671,Gastrointestinal hemorrhage,NA,NA,NA,NA,10,27,PREMIER
187,5,Gastrointestinal hemorrhage GI bleeding,193249,Acute hemorrhagic gastritis,NA,NA,NA,NA,21,188,PREMIER
187,5,Gastrointestinal hemorrhage GI bleeding,316457,Mallory-Weiss syndrome,NA,NA,NA,NA,-5,5,PREMIER
187,5,Gastrointestinal hemorrhage GI bleeding,442190,Hemorrhage of colon,NA,NA,NA,NA,-5,12,PREMIER
187,5,Gastrointestinal hemorrhage GI bleeding,4027729,Acute duodenal ulcer with hemorrhage,NA,NA,NA,NA,-5,-5,PREMIER
187,5,Gastrointestinal hemorrhage GI bleeding,4057953,Acute gastric ulcer with perforation,NA,NA,NA,NA,-5,-5,PREMIER
187,5,Gastrointestinal hemorrhage GI bleeding,4173408,Chronic duodenal ulcer with perforation,NA,NA,NA,NA,-5,6,PREMIER
187,5,Gastrointestinal hemorrhage GI bleeding,4211001,Chronic gastric ulcer with hemorrhage,NA,NA,NA,NA,-5,15,PREMIER
187,5,Gastrointestinal hemorrhage GI bleeding,4231580,Acute gastric ulcer with hemorrhage,NA,NA,NA,NA,8,38,PREMIER
187,5,Gastrointestinal hemorrhage GI bleeding,4232181,Chronic duodenal ulcer with hemorrhage,NA,NA,NA,NA,-5,-5,PREMIER
187,5,Gastrointestinal hemorrhage GI bleeding,4265479,Acute duodenal ulcer with perforation,NA,NA,NA,NA,-5,152,PREMIER
187,5,Gastrointestinal hemorrhage GI bleeding,46269907,Intestinal hemorrhage with diverticulosis,NA,NA,NA,NA,-5,-5,PREMIER
188,7,intracranial bleed Hemorrhagic stroke,4148906,Spontaneous subarachnoid hemorrhage,NA,NA,NA,NA,7,42,PREMIER
188,7,intracranial bleed Hemorrhagic stroke,42535425,Spontaneous hemorrhage of cerebral hemisphere,NA,NA,NA,NA,-5,64,PREMIER
188,7,intracranial bleed Hemorrhagic stroke,43530727,Spontaneous cerebral hemorrhage,NA,NA,NA,NA,-5,55,PREMIER
189,4,Transient ischemic attack (TIA) Transient cerebral Ischemia (TCA),373503,Transient cerebral ischemia,NA,NA,NA,NA,14,148,PREMIER
189,4,Transient ischemic attack (TIA) Transient cerebral Ischemia (TCA),374055,Basilar artery syndrome,NA,NA,NA,NA,22,402,PREMIER
189,4,Transient ischemic attack (TIA) Transient cerebral Ischemia (TCA),4110194,Middle cerebral artery syndrome,NA,NA,NA,NA,-5,19,PREMIER
189,4,Transient ischemic attack (TIA) Transient cerebral Ischemia (TCA),4338523,Amaurosis fugax,NA,NA,NA,NA,-5,-5,PREMIER
190,3,Stroke (ischemic or hemorrhagic),252477,Extradural hemorrhage following injury without open intracranial wound,NA,NA,NA,NA,-5,8,PREMIER
190,3,Stroke (ischemic or hemorrhagic),435959,Subarachnoid hemorrhage following injury without open intracranial wound,NA,NA,NA,NA,5,5,PREMIER
190,3,Stroke (ischemic or hemorrhagic),443454,Cerebral infarction,NA,NA,NA,NA,64,1136,PREMIER
190,3,Stroke (ischemic or hemorrhagic),4014781,Closed traumatic subdural hemorrhage,NA,NA,NA,NA,8,13,PREMIER
190,3,Stroke (ischemic or hemorrhagic),4046089,Vascular dementia of acute onset,NA,NA,NA,NA,-5,6,PREMIER
190,3,Stroke (ischemic or hemorrhagic),4049659,Subcortical hemorrhage,NA,NA,NA,NA,-5,63,PREMIER
190,3,Stroke (ischemic or hemorrhagic),4110185,"Intracerebral hemorrhage, intraventricular",NA,NA,NA,NA,-5,-5,PREMIER
190,3,Stroke (ischemic or hemorrhagic),4110189,Cerebral infarct due to thrombosis of precerebral arteries,NA,NA,NA,NA,12,207,PREMIER
190,3,Stroke (ischemic or hemorrhagic),4148906,Spontaneous subarachnoid hemorrhage,NA,NA,NA,NA,7,42,PREMIER
190,3,Stroke (ischemic or hemorrhagic),37016924,Dissection of cerebral artery,NA,NA,NA,NA,-5,20,PREMIER
190,3,Stroke (ischemic or hemorrhagic),42535425,Spontaneous hemorrhage of cerebral hemisphere,NA,NA,NA,NA,-5,64,PREMIER
190,3,Stroke (ischemic or hemorrhagic),42535426,Acute nontraumatic subdural hemorrhage,NA,NA,NA,NA,-5,5,PREMIER
190,3,Stroke (ischemic or hemorrhagic),42539269,Spontaneous hemorrhage of brain stem,NA,NA,NA,NA,-5,26,PREMIER
190,3,Stroke (ischemic or hemorrhagic),43530727,Spontaneous cerebral hemorrhage,NA,NA,NA,NA,-5,55,PREMIER
191,0,Ischemic stroke,443454,Cerebral infarction,NA,NA,NA,NA,64,1136,PREMIER
191,0,Ischemic stroke,4046089,Vascular dementia of acute onset,NA,NA,NA,NA,-5,6,PREMIER
191,0,Ischemic stroke,4110189,Cerebral infarct due to thrombosis of precerebral arteries,NA,NA,NA,NA,12,207,PREMIER
192,4,intracranial bleed Hemorrhagic stroke,4148906,Spontaneous subarachnoid hemorrhage,NA,NA,NA,NA,7,42,PREMIER
192,4,intracranial bleed Hemorrhagic stroke,42535425,Spontaneous hemorrhage of cerebral hemisphere,NA,NA,NA,NA,-5,64,PREMIER
192,4,intracranial bleed Hemorrhagic stroke,43530727,Spontaneous cerebral hemorrhage,NA,NA,NA,NA,-5,55,PREMIER
194,2,Bleeding,26727,Hematemesis,NA,NA,NA,NA,6,7,PREMIER
194,2,Bleeding,28779,Bleeding esophageal varices,NA,NA,NA,NA,7,111,PREMIER
194,2,Bleeding,76784,Hemarthrosis,NA,NA,NA,NA,-5,-5,PREMIER
194,2,Bleeding,192671,Gastrointestinal hemorrhage,NA,NA,NA,NA,10,27,PREMIER
