cohort_id,concept_set_id,concept_set_name,concept_id,concept_name,concept_code,source_vocabulary_id,source_concept_id,source_concept_name,concept_subjects,concept_count,database_id
104,5,Heart disease conditions,4089462,Ventricular premature complex,No matching concept,None,0,No matching concept,-5,-5,PREMIER
104,5,Heart disease conditions,4110961,Generalized ischemic myocardial dysfunction,No matching concept,None,0,No matching concept,-5,13,PREMIER
104,5,Heart disease conditions,4141360,Chronic atrial fibrillation,No matching concept,None,0,No matching concept,-5,-5,PREMIER
104,5,Heart disease conditions,4154290,Paroxysmal atrial fibrillation,No matching concept,None,0,No matching concept,-5,7,PREMIER
104,5,Heart disease conditions,4163710,Dilated cardiomyopathy,No matching concept,None,0,No matching concept,-5,11,PREMIER
104,5,Heart disease conditions,4189343,Aortic valve stenosis,No matching concept,None,0,No matching concept,-5,8,PREMIER
104,5,Heart disease conditions,4270024,Acute non-ST segment elevation myocardial infarction,No matching concept,None,0,No matching concept,-5,15,PREMIER
104,5,Heart disease conditions,4275423,Supraventricular tachycardia,No matching concept,None,0,No matching concept,-5,7,PREMIER
104,5,Heart disease conditions,4289309,Atrial septal defect,No matching concept,None,0,No matching concept,-5,-5,PREMIER
104,5,Heart disease conditions,44784217,Cardiac arrhythmia,No matching concept,None,0,No matching concept,-5,-5,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,26638,Primary malignant neoplasm of esophagus,No matching concept,None,0,No matching concept,7,85,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,72266,Secondary malignant neoplasm of pleura,No matching concept,None,0,No matching concept,8,13,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,73153,Malignant neoplasm of lateral wall of urinary bladder,No matching concept,None,0,No matching concept,-5,-5,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,74582,Primary malignant neoplasm of rectum,No matching concept,None,0,No matching concept,16,956,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,76914,Primary malignant neoplasm of bone,No matching concept,None,0,No matching concept,-5,13,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,78097,Secondary malignant neoplasm of bone,No matching concept,None,0,No matching concept,14,62,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,78987,Secondary malignant neoplasm of urinary system,No matching concept,None,0,No matching concept,-5,-5,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,80045,Primary malignant neoplasm of anus,No matching concept,None,0,No matching concept,-5,29,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,133424,Primary malignant neoplasm of thyroid gland,No matching concept,None,0,No matching concept,8,215,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,135476,Primary malignant neoplasm of thoracic esophagus,No matching concept,None,0,No matching concept,-5,-5,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,136354,Secondary malignant neoplasm of skin,No matching concept,None,0,No matching concept,-5,9,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,136917,Primary malignant neoplasm of skin of face,No matching concept,None,0,No matching concept,-5,-5,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,138994,Myelodysplastic syndrome,No matching concept,None,0,No matching concept,-5,26,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,139750,Primary malignant neoplasm of skin,No matching concept,None,0,No matching concept,-5,39,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,192255,Primary malignant neoplasm of pylorus,No matching concept,None,0,No matching concept,-5,-5,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,192568,Secondary malignant neoplasm of intra-abdominal lymph nodes,No matching concept,None,0,No matching concept,18,28,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,192836,Primary malignant neoplasm of small intestine,No matching concept,None,0,No matching concept,-5,11,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,193138,Primary malignant neoplasm of lower third of esophagus,No matching concept,None,0,No matching concept,-5,-5,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,193144,Secondary malignant neoplasm of adrenal gland,No matching concept,None,0,No matching concept,-5,7,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,193422,Primary malignant neoplasm of body of stomach,No matching concept,None,0,No matching concept,5,68,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,194589,Primary malignant neoplasm of biliary tract,No matching concept,None,0,No matching concept,-5,18,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,195480,Primary malignant neoplasm of renal pelvis,No matching concept,None,0,No matching concept,-5,33,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,196044,Primary malignant neoplasm of stomach,No matching concept,None,0,No matching concept,28,507,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,196048,Primary malignant neoplasm of vagina,No matching concept,None,0,No matching concept,-5,36,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,196051,Overlapping malignant neoplasm of female genital organs,No matching concept,None,0,No matching concept,-5,-5,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,196359,Primary malignant neoplasm of uterine cervix,No matching concept,None,0,No matching concept,5,431,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,196360,Primary malignant neoplasm of bladder,No matching concept,None,0,No matching concept,5,139,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,196925,Secondary malignant neoplasm of retroperitoneum and peritoneum,No matching concept,None,0,No matching concept,13,74,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,197500,Primary malignant neoplasm of colon,No matching concept,None,0,No matching concept,8,84,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,197803,Overlapping malignant neoplasm of stomach,No matching concept,None,0,No matching concept,-5,39,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,197806,Primary malignant neoplasm of gallbladder,No matching concept,None,0,No matching concept,-5,107,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,198091,Primary malignant neoplasm of retroperitoneum,No matching concept,None,0,No matching concept,-5,9,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,198985,Primary malignant neoplasm of kidney,No matching concept,None,0,No matching concept,-5,116,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,199752,Secondary malignant neoplasm of ovary,No matching concept,None,0,No matching concept,-5,-5,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,199754,Primary malignant neoplasm of pancreas,No matching concept,None,0,No matching concept,5,16,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,200051,Primary malignant neoplasm of ovary,No matching concept,None,0,No matching concept,-5,323,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,200054,Primary malignant neoplasm of ureter,No matching concept,None,0,No matching concept,-5,112,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,200348,Secondary malignant neoplasm of large intestine,No matching concept,None,0,No matching concept,-5,-5,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,200959,Secondary malignant neoplasm of intrapelvic lymph nodes,No matching concept,None,0,No matching concept,5,7,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,200962,Primary malignant neoplasm of prostate,No matching concept,None,0,No matching concept,10,242,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,254591,Secondary malignant neoplasm of lung,No matching concept,None,0,No matching concept,12,66,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,256646,"Primary malignant neoplasm of middle lobe, bronchus or lung",No matching concept,None,0,No matching concept,6,75,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,260336,Primary malignant neoplasm of glottis,No matching concept,None,0,No matching concept,-5,40,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,261236,"Primary malignant neoplasm of upper lobe, bronchus or lung",No matching concept,None,0,No matching concept,15,71,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,261514,Primary malignant neoplasm of supraglottis,No matching concept,None,0,No matching concept,-5,14,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,318096,Secondary malignant neoplasm of lymph node,No matching concept,None,0,No matching concept,9,65,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,320342,Secondary malignant neoplasm of lymph nodes of multiple sites,No matching concept,None,0,No matching concept,9,12,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,376647,Primary malignant neoplasm of soft tissues,No matching concept,None,0,No matching concept,-5,-5,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,380055,Primary malignant neoplasm of brain,No matching concept,None,0,No matching concept,-5,82,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,432257,Primary malignant neoplasm of transverse colon,No matching concept,None,0,No matching concept,-5,33,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,432260,Primary malignant neoplasm of upper third of esophagus,No matching concept,None,0,No matching concept,-5,-5,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,432837,Primary malignant neoplasm of cecum,No matching concept,None,0,No matching concept,5,95,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,432838,Primary malignant neoplasm of cardia of stomach,No matching concept,None,0,No matching concept,-5,17,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,432843,Primary malignant neoplasm of tail of pancreas,No matching concept,None,0,No matching concept,-5,37,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,432851,Secondary malignant neoplastic disease,No matching concept,None,0,No matching concept,-5,10,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,433149,Primary malignant neoplasm of cerebellum,No matching concept,None,0,No matching concept,-5,-5,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,433716,Primary malignant neoplasm of testis,No matching concept,None,0,No matching concept,-5,5,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,434293,Primary malignant neoplasm of body of pancreas,No matching concept,None,0,No matching concept,-5,28,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,434298,Secondary malignant neoplasm of lymph nodes of upper limb,No matching concept,None,0,No matching concept,-5,25,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,436635,Primary malignant neoplasm of sigmoid colon,No matching concept,None,0,No matching concept,12,305,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,436640,Primary malignant neoplasm of long bone of lower limb,No matching concept,None,0,No matching concept,-5,7,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,436913,Primary malignant neoplasm of jejunum,No matching concept,None,0,No matching concept,-5,-5,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,437798,Primary malignant neoplasm of splenic flexure of colon,No matching concept,None,0,No matching concept,-5,5,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,437805,Primary malignant neoplasm of middle third of esophagus,No matching concept,None,0,No matching concept,-5,-5,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,438089,Primary malignant neoplasm of pyloric antrum,No matching concept,None,0,No matching concept,6,16,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,438699,Primary malignant neoplasm of rectosigmoid junction,No matching concept,None,0,No matching concept,11,267,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,439746,Primary malignant neoplasm of hypopharynx,No matching concept,None,0,No matching concept,-5,15,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,439751,Secondary malignant neoplasm of intrathoracic lymph nodes,No matching concept,None,0,No matching concept,11,23,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,440649,Primary malignant neoplasm of head of pancreas,No matching concept,None,0,No matching concept,-5,40,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,441225,Primary malignant neoplasm of ampulla of Vater,No matching concept,None,0,No matching concept,-5,61,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,441800,Primary malignant neoplasm of descending colon,No matching concept,None,0,No matching concept,-5,19,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,441806,Primary malignant neoplasm of brain stem,No matching concept,None,0,No matching concept,-5,-5,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,4001171,Liver cell carcinoma,No matching concept,None,0,No matching concept,7,132,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,4001664,Intrahepatic bile duct carcinoma,No matching concept,None,0,No matching concept,8,99,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,4038838,Non-Hodgkin's lymphoma,No matching concept,None,0,No matching concept,-5,-5,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,4038846,"Langerhans cell histiocytosis, disseminated",No matching concept,None,0,No matching concept,-5,-5,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,4092513,"Malignant neoplasm, overlapping lesion of breast",No matching concept,None,0,No matching concept,-5,9,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,4114222,Malignant tumor of head and neck,No matching concept,None,0,No matching concept,-5,12,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,4144289,H/O: malignant neoplasm,No matching concept,None,0,No matching concept,-5,17,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,4157454,"Primary malignant neoplasm of lower lobe, bronchus or lung",No matching concept,None,0,No matching concept,17,74,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,4158563,Primary malignant neoplasm of breast upper inner quadrant,No matching concept,None,0,No matching concept,-5,-5,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,4162253,Primary malignant neoplasm of breast,No matching concept,None,0,No matching concept,8,738,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,4162860,Primary malignant neoplasm of body of uterus,No matching concept,None,0,No matching concept,-5,12,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,4187850,Primary malignant neoplasm of breast upper outer quadrant,No matching concept,None,0,No matching concept,-5,66,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,4246451,Secondary malignant neoplasm of brain,No matching concept,None,0,No matching concept,13,82,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,4247238,Primary malignant neoplasm of endometrium,No matching concept,None,0,No matching concept,-5,-5,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,4247719,Primary malignant neoplasm of ascending colon,No matching concept,None,0,No matching concept,9,175,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,4300704,Diffuse large B-cell lymphoma,No matching concept,None,0,No matching concept,-5,6,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,4311480,Primary malignant neoplasm of ileum,No matching concept,None,0,No matching concept,-5,11,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,4311499,Primary malignant neoplasm of respiratory tract,No matching concept,None,0,No matching concept,32,1075,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,4324190,History of malignant neoplasm of breast,No matching concept,None,0,No matching concept,-5,11,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,40486896,Primary malignant neoplasm of extrahepatic bile duct,No matching concept,None,0,No matching concept,7,32,PREMIER
105,3,Malignant neoplasms excluding non-melanoma skin cancer,44806773,Secondary malignant neoplasm of liver and intrahepatic bile duct,No matching concept,None,0,No matching concept,18,72,PREMIER
106,15,HIV drugs,1748986,lopinavir 200 MG / Ritonavir 50 MG Oral Tablet [Kaletra],No matching concept,None,0,No matching concept,9,762,PREMIER
106,15,HIV drugs,21102306,Lamivudine 100 MG Oral Tablet [Zeffix],No matching concept,None,0,No matching concept,-5,22,PREMIER
106,15,HIV drugs,42708097,Tenofovir disoproxil fumarate 250 MG Oral Tablet [Viread],No matching concept,None,0,No matching concept,6,78,PREMIER
106,15,HIV drugs,42927716,tenofovir disoproxil 250 MG Oral Tablet [TENOFORIN],No matching concept,None,0,No matching concept,-5,9,PREMIER
106,15,HIV drugs,45892978,cobicistat 150 MG / darunavir 800 MG Oral Tablet [Prezcobix],No matching concept,None,0,No matching concept,15,260,PREMIER
108,0,BMI measurement,3038553,Body mass index (BMI) [Ratio],No matching concept,None,0,No matching concept,80,586,PREMIER
108,2,body weight,3025315,Body weight,No matching concept,None,0,No matching concept,-5,12,PREMIER
109,0,Dementia,378419,Alzheimer's disease,No matching concept,None,0,No matching concept,-5,28,PREMIER
109,0,Dementia,443605,Vascular dementia,No matching concept,None,0,No matching concept,-5,5,PREMIER
109,0,Dementia,4047747,Subcortical vascular dementia,No matching concept,None,0,No matching concept,-5,-5,PREMIER
109,0,Dementia,4182210,Dementia,No matching concept,None,0,No matching concept,5,35,PREMIER
109,0,Dementia,4220313,"Primary degenerative dementia of the Alzheimer type, senile onset",No matching concept,None,0,No matching concept,-5,38,PREMIER
117,6,All TB drugs,19068758,linezolid 600 MG Oral Tablet [Zyvox],No matching concept,None,0,No matching concept,-5,5,PREMIER
117,6,All TB drugs,35604068,Cilastatin 500 MG / Imipenem 500 MG Injection,No matching concept,None,0,No matching concept,-5,19,PREMIER
117,6,All TB drugs,40222617,Ethambutol Hydrochloride 400 MG Oral Tablet [Myambutol],No matching concept,None,0,No matching concept,5,112,PREMIER
117,6,All TB drugs,42918880,250 ML moxifloxacin 1.60000000000000009 MG/ML Injectable Solution [MOVELOXIN],No matching concept,None,0,No matching concept,39,485,PREMIER
117,6,All TB drugs,42919102,150 ML Levofloxacin 5 MG/ML Injectable Solution [CRAVIT],No matching concept,None,0,No matching concept,27,356,PREMIER
117,6,All TB drugs,42919478,100 ML Levofloxacin 5 MG/ML Injectable Solution [CRAVIT],No matching concept,None,0,No matching concept,-5,39,PREMIER
117,6,All TB drugs,42921466,5 ML Levofloxacin 5 MG/ML Ophthalmic Solution [CRAVIT],No matching concept,None,0,No matching concept,-5,-5,PREMIER
117,6,All TB drugs,42921826,2 ML Amikacin 125 MG/ML Injectable Solution [ADIKAN],No matching concept,None,0,No matching concept,-5,-5,PREMIER
117,6,All TB drugs,42921841,2 ML Amikacin 250 MG/ML Injectable Solution [ADIKAN],No matching concept,None,0,No matching concept,-5,15,PREMIER
117,6,All TB drugs,42924976,Rifampin 150 MG Oral Capsule [YUHAN RIFAMPIN],No matching concept,None,0,No matching concept,-5,8,PREMIER
117,6,All TB drugs,42924980,Rifampin 600 MG Oral Tablet [YUHAN RIFAMPIN],No matching concept,None,0,No matching concept,5,110,PREMIER
117,6,All TB drugs,42942534,Cilastatin 500 MG / Imipenem 500 MG Injection [PREPENEM],No matching concept,None,0,No matching concept,-5,65,PREMIER
117,6,All TB drugs,42944487,moxifloxacin 400 MG Oral Tablet [MOVELOXIN],No matching concept,None,0,No matching concept,19,251,PREMIER
117,6,All TB drugs,42948574,isoniazid 100 MG Oral Tablet [YUHAN-ZID],No matching concept,None,0,No matching concept,5,112,PREMIER
117,6,All TB drugs,42956740,meropenem 1000 MG Injection [POSPENEM],No matching concept,None,0,No matching concept,39,1685,PREMIER
117,6,All TB drugs,42956767,meropenem 500 MG Injection [MEROPEN YUHAN],No matching concept,None,0,No matching concept,27,981,PREMIER
117,6,All TB drugs,42965215,Levofloxacin 500 MG Oral Tablet [CRAVIT],No matching concept,None,0,No matching concept,20,80,PREMIER
117,6,All TB drugs,42965244,Levofloxacin 250 MG Oral Tablet [CRAVIT],No matching concept,None,0,No matching concept,-5,-5,PREMIER
117,6,All TB drugs,42965511,Levofloxacin 750 MG Oral Tablet [LEVOPLUS],No matching concept,None,0,No matching concept,18,82,PREMIER
117,6,All TB drugs,42970079,Ethambutol 300 MG / isoniazid 75 MG / Pyrazinamide 400 MG / Rifampin 150 MG Oral Tablet [TUBES],No matching concept,None,0,No matching concept,-5,-5,PREMIER
117,6,All TB drugs,42970084,Pyrazinamide 500 MG Oral Tablet [PYRAZINAMIDE YUHAN],No matching concept,None,0,No matching concept,5,44,PREMIER
117,7,Respiratory and pulmonary tuberculosis,253954,Pulmonary tuberculosis,No matching concept,None,0,No matching concept,-5,7,PREMIER
117,7,Respiratory and pulmonary tuberculosis,260630,"Tuberculosis of lung, bacteriological and histological examination not done",No matching concept,None,0,No matching concept,-5,-5,PREMIER
117,7,Respiratory and pulmonary tuberculosis,434557,Tuberculosis,No matching concept,None,0,No matching concept,-5,-5,PREMIER
118,3,Psoriasis,81931,Psoriasis with arthropathy,No matching concept,None,0,No matching concept,-5,17,PREMIER
118,3,Psoriasis,140168,Psoriasis,No matching concept,None,0,No matching concept,-5,21,PREMIER
118,4,Psoriatic Arthritis,81931,Psoriasis with arthropathy,No matching concept,None,0,No matching concept,-5,17,PREMIER
118,6,Systemic lupus erythematosus,257628,Systemic lupus erythematosus,No matching concept,None,0,No matching concept,-5,24,PREMIER
118,6,Systemic lupus erythematosus,4344158,Systemic lupus erythematosus with organ/system involvement,No matching concept,None,0,No matching concept,-5,26,PREMIER
118,9,Sjogren's syndrome,254443,Sjögren's syndrome,No matching concept,None,0,No matching concept,-5,8,PREMIER
118,12,"

Vasculitis",77310,Deep vein phlebitis and thrombophlebitis of the leg,No matching concept,None,0,No matching concept,-5,8,PREMIER
118,12,"

Vasculitis",193249,Acute hemorrhagic gastritis,No matching concept,None,0,No matching concept,-5,-5,PREMIER
118,12,"

Vasculitis",314381,Acute febrile mucocutaneous lymph node syndrome,No matching concept,None,0,No matching concept,6,22,PREMIER
118,12,"

Vasculitis",320741,Thrombophlebitis,No matching concept,None,0,No matching concept,-5,-5,PREMIER
118,12,"

Vasculitis",436642,Behcet's syndrome,No matching concept,None,0,No matching concept,-5,11,PREMIER
119,0, Chronic obstructive lung disease,255573,Chronic obstructive lung disease,No matching concept,None,0,No matching concept,6,93,PREMIER
