concept_id,concept_name,concept_count,cohort_id,database_id
443597,Chronic kidney disease stage 3,-5,203,PREMIER
443612,Chronic kidney disease stage 4,-5,203,PREMIER
45769906,End stage renal disease on dialysis due to type 2 diabetes mellitus,-5,203,PREMIER
192359,Renal failure syndrome,-5,203,PREMIER
443919,Hypertensive renal failure,-5,203,PREMIER
4058840,"Nephrotic syndrome, focal and segmental glomerular lesions",-5,203,PREMIER
4137220,Diabetic glomerulonephritis,-5,203,PREMIER
4170452,Postoperative renal failure,-5,203,PREMIER
443611,Chronic kidney disease stage 5,9,204,PREMIER
45769906,End stage renal disease on dialysis due to type 2 diabetes mellitus,-5,204,PREMIER
443919,Hypertensive renal failure,-5,204,PREMIER
253954,Pulmonary tuberculosis,-5,206,PREMIER
260630,"Tuberculosis of lung, bacteriological and histological examination not done",-5,206,PREMIER
434557,Tuberculosis,-5,206,PREMIER
