covariate_id,covariate_name,covariate_analysis_id
75860210,condition_era group during day -365 through 0 days relative to index: Constipation,210
76349210,condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of urinary system,210
76685210,condition_era group during day -365 through 0 days relative to index: Myasthenia gravis,210
77079210,condition_era group during day -365 through 0 days relative to index: Spinal stenosis,210
77079212,condition_era group during day -30 through 0 days relative to index: Spinal stenosis,212
77234210,condition_era group during day -365 through 0 days relative to index: Benign neoplasm of colon,210
77670210,condition_era group during day -365 through 0 days relative to index: Chest pain,210
77670212,condition_era group during day -30 through 0 days relative to index: Chest pain,212
78200210,condition_era group during day -365 through 0 days relative to index: Benign mammary dysplasia,210
78786210,condition_era group during day -365 through 0 days relative to index: Pleurisy,210
78786212,condition_era group during day -30 through 0 days relative to index: Pleurisy,212
78804210,condition_era group during day -365 through 0 days relative to index: Fibrocystic disease of breast,210
79768210,condition_era group during day -365 through 0 days relative to index: Neoplasm of urinary system,210
79768212,condition_era group during day -30 through 0 days relative to index: Neoplasm of urinary system,212
79864210,condition_era group during day -365 through 0 days relative to index: Hematuria syndrome,210
79864212,condition_era group during day -30 through 0 days relative to index: Hematuria syndrome,212
80180210,condition_era group during day -365 through 0 days relative to index: Osteoarthritis,210
80180212,condition_era group during day -30 through 0 days relative to index: Osteoarthritis,212
80502210,condition_era group during day -365 through 0 days relative to index: Osteoporosis,210
80502212,condition_era group during day -30 through 0 days relative to index: Osteoporosis,212
80767210,condition_era group during day -365 through 0 days relative to index: Breast lump,210
80951210,condition_era group during day -365 through 0 days relative to index: Candidiasis of urogenital site,210
81902210,condition_era group during day -365 through 0 days relative to index: Urinary tract infectious disease,210
81902212,condition_era group during day -30 through 0 days relative to index: Urinary tract infectious disease,212
132344210,condition_era group during day -365 through 0 days relative to index: Gingival and periodontal disease,210
132797210,condition_era group during day -365 through 0 days relative to index: Sepsis,210
133729210,condition_era group during day -365 through 0 days relative to index: Hyperparathyroidism,210
134398210,condition_era group during day -365 through 0 days relative to index: Periodontal disease,210
134452210,condition_era group during day -365 through 0 days relative to index: Olecranon bursitis,210
134452212,condition_era group during day -30 through 0 days relative to index: Olecranon bursitis,212
134453210,condition_era group during day -365 through 0 days relative to index: Bursitis,210
134453212,condition_era group during day -30 through 0 days relative to index: Bursitis,212
134736210,condition_era group during day -365 through 0 days relative to index: Backache,210
135618210,condition_era group during day -365 through 0 days relative to index: Pruritic rash,210
136184210,condition_era group during day -365 through 0 days relative to index: Pruritus of skin,210
136773210,condition_era group during day -365 through 0 days relative to index: Rosacea,210
136773212,condition_era group during day -30 through 0 days relative to index: Rosacea,212
136788210,condition_era group during day -365 through 0 days relative to index: Spinal stenosis of lumbar region,210
136788212,condition_era group during day -30 through 0 days relative to index: Spinal stenosis of lumbar region,212
136937210,condition_era group during day -365 through 0 days relative to index: Benign neoplasm of endocrine gland,210
136937212,condition_era group during day -30 through 0 days relative to index: Benign neoplasm of endocrine gland,212
137053210,condition_era group during day -365 through 0 days relative to index: Seborrheic dermatitis,210
138102210,condition_era group during day -365 through 0 days relative to index: Benign neoplasm of skin,210
138102212,condition_era group during day -30 through 0 days relative to index: Benign neoplasm of skin,212
138148210,condition_era group during day -365 through 0 days relative to index: Plantar nerve lesion,210
138148212,condition_era group during day -30 through 0 days relative to index: Plantar nerve lesion,212
138388210,condition_era group during day -365 through 0 days relative to index: Secondary hyperparathyroidism,210
138525210,condition_era group during day -365 through 0 days relative to index: Pain in limb,210
138525212,condition_era group during day -30 through 0 days relative to index: Pain in limb,212
138790210,condition_era group during day -365 through 0 days relative to index: Chronic periodontitis,210
139099210,condition_era group during day -365 through 0 days relative to index: Ingrowing nail,210
139099212,condition_era group during day -30 through 0 days relative to index: Ingrowing nail,212
140214210,condition_era group during day -365 through 0 days relative to index: Eruption,210
140214212,condition_era group during day -30 through 0 days relative to index: Eruption,212
140673210,condition_era group during day -365 through 0 days relative to index: Hypothyroidism,210
141608210,condition_era group during day -365 through 0 days relative to index: Periodontitis,210
192279210,condition_era group during day -365 through 0 days relative to index: Kidney disorder due to diabetes mellitus,210
192279212,condition_era group during day -30 through 0 days relative to index: Kidney disorder due to diabetes mellitus,212
192359210,condition_era group during day -365 through 0 days relative to index: Renal failure syndrome,210
192359212,condition_era group during day -30 through 0 days relative to index: Renal failure syndrome,212
192438210,condition_era group during day -365 through 0 days relative to index: Abdominal mass,210
192438212,condition_era group during day -30 through 0 days relative to index: Abdominal mass,212
192568210,condition_era group during day -365 through 0 days relative to index: Secondary malignant neoplasm of intra-abdominal lymph nodes,210
192568212,condition_era group during day -30 through 0 days relative to index: Secondary malignant neoplasm of intra-abdominal lymph nodes,212
192671210,condition_era group during day -365 through 0 days relative to index: Gastrointestinal hemorrhage,210
192671212,condition_era group during day -30 through 0 days relative to index: Gastrointestinal hemorrhage,212
193253210,condition_era group during day -365 through 0 days relative to index: Nephritis,210
193253212,condition_era group during day -30 through 0 days relative to index: Nephritis,212
193431210,condition_era group during day -365 through 0 days relative to index: Benign tumor of digestive organ,210
193519210,condition_era group during day -365 through 0 days relative to index: Impaired renal function disorder,210
193519212,condition_era group during day -30 through 0 days relative to index: Impaired renal function disorder,212
193688210,condition_era group during day -365 through 0 days relative to index: Clostridioides difficile infection,210
193782210,condition_era group during day -365 through 0 days relative to index: End-stage renal disease,210
193782212,condition_era group during day -30 through 0 days relative to index: End-stage renal disease,212
194087210,condition_era group during day -365 through 0 days relative to index: Hepatitis due to infection,210
194087212,condition_era group during day -30 through 0 days relative to index: Hepatitis due to infection,212
194133210,condition_era group during day -365 through 0 days relative to index: Low back pain,210
194589210,condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of biliary tract,210
194589212,condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of biliary tract,212
194990210,condition_era group during day -365 through 0 days relative to index: Inflammatory disease of liver,210
194990212,condition_era group during day -30 through 0 days relative to index: Inflammatory disease of liver,212
195002210,condition_era group during day -365 through 0 days relative to index: Ulceration of intestine,210
195482210,condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of intestinal tract,210
195482212,condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of intestinal tract,212
195500210,condition_era group during day -365 through 0 days relative to index: Benign neoplasm of uterus,210
195867210,condition_era group during day -365 through 0 days relative to index: Noninflammatory disorder of the vagina,210
196360210,condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of bladder,210
196931210,condition_era group during day -365 through 0 days relative to index: Neoplasm of digestive tract,210
196931212,condition_era group during day -30 through 0 days relative to index: Neoplasm of digestive tract,212
197032210,condition_era group during day -365 through 0 days relative to index: Hyperplasia of prostate,210
197032212,condition_era group during day -30 through 0 days relative to index: Hyperplasia of prostate,212
197236210,condition_era group during day -365 through 0 days relative to index: Uterine leiomyoma,210
197320210,condition_era group during day -365 through 0 days relative to index: Acute renal failure syndrome,210
197320212,condition_era group during day -30 through 0 days relative to index: Acute renal failure syndrome,212
197500210,condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of colon,210
197500212,condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of colon,212
197506210,condition_era group during day -365 through 0 days relative to index: Malignant neoplasm of abdomen,210
197506212,condition_era group during day -30 through 0 days relative to index: Malignant neoplasm of abdomen,212
197508210,condition_era group during day -365 through 0 days relative to index: Malignant tumor of urinary bladder,210
197508212,condition_era group during day -30 through 0 days relative to index: Malignant tumor of urinary bladder,212
197804210,condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of intra-abdominal organs,210
197804212,condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of intra-abdominal organs,212
198091210,condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of retroperitoneum,210
198091212,condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of retroperitoneum,212
198124210,condition_era group during day -365 through 0 days relative to index: Kidney disease,210
198124212,condition_era group during day -30 through 0 days relative to index: Kidney disease,212
198678210,condition_era group during day -365 through 0 days relative to index: Intestinal infectious disease,210
198988210,condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of pelvis,210
199754210,condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of pancreas,210
199754212,condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of pancreas,212
199837210,condition_era group during day -365 through 0 days relative to index: Portal vein thrombosis,210
199837212,condition_era group during day -30 through 0 days relative to index: Portal vein thrombosis,212
199866210,condition_era group during day -365 through 0 days relative to index: Acute gastritis,210
199866212,condition_era group during day -30 through 0 days relative to index: Acute gastritis,212
200680210,condition_era group during day -365 through 0 days relative to index: Neoplasm of bladder,210
200680212,condition_era group during day -30 through 0 days relative to index: Neoplasm of bladder,212
201131210,condition_era group during day -365 through 0 days relative to index: Pelvic mass,210
201131212,condition_era group during day -30 through 0 days relative to index: Pelvic mass,212
201313210,condition_era group during day -365 through 0 days relative to index: Hypertensive renal disease,210
201340210,condition_era group during day -365 through 0 days relative to index: Gastritis,210
201340212,condition_era group during day -30 through 0 days relative to index: Gastritis,212
201817210,condition_era group during day -365 through 0 days relative to index: Benign neoplasm of female genital organ,210
201820210,condition_era group during day -365 through 0 days relative to index: Diabetes mellitus,210
201820212,condition_era group during day -30 through 0 days relative to index: Diabetes mellitus,212
201826210,condition_era group during day -365 through 0 days relative to index: Type 2 diabetes mellitus,210
201826212,condition_era group during day -30 through 0 days relative to index: Type 2 diabetes mellitus,212
252280210,condition_era group during day -365 through 0 days relative to index: Neoplasm of respiratory tract,210
252280212,condition_era group during day -30 through 0 days relative to index: Neoplasm of respiratory tract,212
252662210,condition_era group during day -365 through 0 days relative to index: Tracheobronchial disorder,210
252662212,condition_era group during day -30 through 0 days relative to index: Tracheobronchial disorder,212
253506210,condition_era group during day -365 through 0 days relative to index: Pneumonitis,210
253506212,condition_era group during day -30 through 0 days relative to index: Pneumonitis,212
254061210,condition_era group during day -365 through 0 days relative to index: Pleural effusion,210
254443210,condition_era group during day -365 through 0 days relative to index: Sjögren's syndrome,210
254443212,condition_era group during day -30 through 0 days relative to index: Sjögren's syndrome,212
254761210,condition_era group during day -365 through 0 days relative to index: Cough,210
254761212,condition_era group during day -30 through 0 days relative to index: Cough,212
255334210,condition_era group during day -365 through 0 days relative to index: Collagen disease,210
255334212,condition_era group during day -30 through 0 days relative to index: Collagen disease,212
255348210,condition_era group during day -365 through 0 days relative to index: Polymyalgia rheumatica,210
255348212,condition_era group during day -30 through 0 days relative to index: Polymyalgia rheumatica,212
255573210,condition_era group during day -365 through 0 days relative to index: Chronic obstructive lung disease,210
255573212,condition_era group during day -30 through 0 days relative to index: Chronic obstructive lung disease,212
255848210,condition_era group during day -365 through 0 days relative to index: Pneumonia,210
255848212,condition_era group during day -30 through 0 days relative to index: Pneumonia,212
256449210,condition_era group during day -365 through 0 days relative to index: Bronchiectasis,210
256449212,condition_era group during day -30 through 0 days relative to index: Bronchiectasis,212
256451210,condition_era group during day -365 through 0 days relative to index: Bronchitis,210
256451212,condition_era group during day -30 through 0 days relative to index: Bronchitis,212
256722210,condition_era group during day -365 through 0 days relative to index: Bronchopneumonia,210
257004210,condition_era group during day -365 through 0 days relative to index: Acute exacerbation of chronic obstructive airways disease,210
257004212,condition_era group during day -30 through 0 days relative to index: Acute exacerbation of chronic obstructive airways disease,212
257007210,condition_era group during day -365 through 0 days relative to index: Allergic rhinitis,210
257007212,condition_era group during day -30 through 0 days relative to index: Allergic rhinitis,212
257011210,condition_era group during day -365 through 0 days relative to index: Acute upper respiratory infection,210
257011212,condition_era group during day -30 through 0 days relative to index: Acute upper respiratory infection,212
257315210,condition_era group during day -365 through 0 days relative to index: Bacterial pneumonia,210
260125210,condition_era group during day -365 through 0 days relative to index: Acute bronchiolitis,210
260125212,condition_era group during day -30 through 0 days relative to index: Acute bronchiolitis,212
260139210,condition_era group during day -365 through 0 days relative to index: Acute bronchitis,210
260139212,condition_era group during day -30 through 0 days relative to index: Acute bronchitis,212
260427210,condition_era group during day -365 through 0 days relative to index: Common cold,210
260427212,condition_era group during day -30 through 0 days relative to index: Common cold,212
312327210,condition_era group during day -365 through 0 days relative to index: Acute myocardial infarction,210
312327212,condition_era group during day -30 through 0 days relative to index: Acute myocardial infarction,212
312339210,condition_era group during day -365 through 0 days relative to index: Arterial embolism,210
312339212,condition_era group during day -30 through 0 days relative to index: Arterial embolism,212
312437210,condition_era group during day -365 through 0 days relative to index: Dyspnea,210
312437212,condition_era group during day -30 through 0 days relative to index: Dyspnea,212
313217210,condition_era group during day -365 through 0 days relative to index: Atrial fibrillation,210
313217212,condition_era group during day -30 through 0 days relative to index: Atrial fibrillation,212
314378210,condition_era group during day -365 through 0 days relative to index: Hypertensive heart disease with congestive heart failure,210
314378212,condition_era group during day -30 through 0 days relative to index: Hypertensive heart disease with congestive heart failure,212
315085210,condition_era group during day -365 through 0 days relative to index: Lymphadenopathy,210
315085212,condition_era group during day -30 through 0 days relative to index: Lymphadenopathy,212
315286210,condition_era group during day -365 through 0 days relative to index: Chronic ischemic heart disease,210
315286212,condition_era group during day -30 through 0 days relative to index: Chronic ischemic heart disease,212
315296210,condition_era group during day -365 through 0 days relative to index: Preinfarction syndrome,210
315296212,condition_era group during day -30 through 0 days relative to index: Preinfarction syndrome,212
315558210,condition_era group during day -365 through 0 days relative to index: Atherosclerosis of arteries of the extremities,210
315558212,condition_era group during day -30 through 0 days relative to index: Atherosclerosis of arteries of the extremities,212
316139210,condition_era group during day -365 through 0 days relative to index: Heart failure,210
316139212,condition_era group during day -30 through 0 days relative to index: Heart failure,212
316501210,condition_era group during day -365 through 0 days relative to index: Vascular disease of the skin,210
316501212,condition_era group during day -30 through 0 days relative to index: Vascular disease of the skin,212
316866210,condition_era group during day -365 through 0 days relative to index: Hypertensive disorder,210
316866212,condition_era group during day -30 through 0 days relative to index: Hypertensive disorder,212
317002210,condition_era group during day -365 through 0 days relative to index: Low blood pressure,210
317009210,condition_era group during day -365 through 0 days relative to index: Asthma,210
317302210,condition_era group during day -365 through 0 days relative to index: Sinus node dysfunction,210
318096210,condition_era group during day -365 through 0 days relative to index: Secondary malignant neoplasm of lymph node,210
318096212,condition_era group during day -30 through 0 days relative to index: Secondary malignant neoplasm of lymph node,212
318443210,condition_era group during day -365 through 0 days relative to index: Arteriosclerotic vascular disease,210
318443212,condition_era group during day -30 through 0 days relative to index: Arteriosclerotic vascular disease,212
318459210,condition_era group during day -365 through 0 days relative to index: Respiratory insufficiency,210
318459212,condition_era group during day -30 through 0 days relative to index: Respiratory insufficiency,212
318800210,condition_era group during day -365 through 0 days relative to index: Gastroesophageal reflux disease,210
318800212,condition_era group during day -30 through 0 days relative to index: Gastroesophageal reflux disease,212
319041210,condition_era group during day -365 through 0 days relative to index: Orthostatic hypotension,210
319049210,condition_era group during day -365 through 0 days relative to index: Acute respiratory failure,210
319049212,condition_era group during day -30 through 0 days relative to index: Acute respiratory failure,212
319826210,condition_era group during day -365 through 0 days relative to index: Secondary hypertension,210
319826212,condition_era group during day -30 through 0 days relative to index: Secondary hypertension,212
319835210,condition_era group during day -365 through 0 days relative to index: Congestive heart failure,210
319835212,condition_era group during day -30 through 0 days relative to index: Congestive heart failure,212
319843210,condition_era group during day -365 through 0 days relative to index: Mitral valve disorder,210
319843212,condition_era group during day -30 through 0 days relative to index: Mitral valve disorder,212
319844210,condition_era group during day -365 through 0 days relative to index: Acute ischemic heart disease,210
319844212,condition_era group during day -30 through 0 days relative to index: Acute ischemic heart disease,212
320128210,condition_era group during day -365 through 0 days relative to index: Essential hypertension,210
320128212,condition_era group during day -30 through 0 days relative to index: Essential hypertension,212
321052210,condition_era group during day -365 through 0 days relative to index: Peripheral vascular disease,210
321318210,condition_era group during day -365 through 0 days relative to index: Angina pectoris,210
321318212,condition_era group during day -30 through 0 days relative to index: Angina pectoris,212
321588210,condition_era group during day -365 through 0 days relative to index: Heart disease,210
321588212,condition_era group during day -30 through 0 days relative to index: Heart disease,212
372324210,condition_era group during day -365 through 0 days relative to index: Eustachian tube disorder,210
372328210,condition_era group during day -365 through 0 days relative to index: Otitis media,210
372652210,condition_era group during day -365 through 0 days relative to index: Chronic tympanitis,210
372929210,condition_era group during day -365 through 0 days relative to index: Chronic eustachian tube salpingitis,210
373432210,condition_era group during day -365 through 0 days relative to index: Benign neoplasm of nervous system,210
373432212,condition_era group during day -30 through 0 days relative to index: Benign neoplasm of nervous system,212
373724210,condition_era group during day -365 through 0 days relative to index: Neoplasm of brain,210
373724212,condition_era group during day -30 through 0 days relative to index: Neoplasm of brain,212
373995210,condition_era group during day -365 through 0 days relative to index: Delirium,210
373995212,condition_era group during day -30 through 0 days relative to index: Delirium,212
374009210,condition_era group during day -365 through 0 days relative to index: Organic mental disorder,210
374009212,condition_era group during day -30 through 0 days relative to index: Organic mental disorder,212
374375210,condition_era group during day -365 through 0 days relative to index: Impacted cerumen,210
374886210,condition_era group during day -365 through 0 days relative to index: Benign neoplasm of ear,210
374886212,condition_era group during day -30 through 0 days relative to index: Benign neoplasm of ear,212
374905210,condition_era group during day -365 through 0 days relative to index: Non-organic sleep disorder,210
375239210,condition_era group during day -365 through 0 days relative to index: Degenerative brain disorder,210
375239212,condition_era group during day -30 through 0 days relative to index: Degenerative brain disorder,212
375290210,condition_era group during day -365 through 0 days relative to index: Chronic tubotympanic suppurative otitis media,210
375545210,condition_era group during day -365 through 0 days relative to index: Cataract,210
375545212,condition_era group during day -30 through 0 days relative to index: Cataract,212
375807210,condition_era group during day -365 through 0 days relative to index: Degenerative disorder of eye,210
375807212,condition_era group during day -30 through 0 days relative to index: Degenerative disorder of eye,212
376065210,condition_era group during day -365 through 0 days relative to index: Neurological disorder with type 2 diabetes mellitus,210
376065212,condition_era group during day -30 through 0 days relative to index: Neurological disorder with type 2 diabetes mellitus,212
376112210,condition_era group during day -365 through 0 days relative to index: Diabetic polyneuropathy,210
376112212,condition_era group during day -30 through 0 days relative to index: Diabetic polyneuropathy,212
376686210,condition_era group during day -365 through 0 days relative to index: Polyneuropathy associated with another disorder,210
376686212,condition_era group during day -30 through 0 days relative to index: Polyneuropathy associated with another disorder,212
376712210,condition_era group during day -365 through 0 days relative to index: Purulent otitis media,210
376713210,condition_era group during day -365 through 0 days relative to index: Cerebral hemorrhage,210
376979210,condition_era group during day -365 through 0 days relative to index: Cataract due to diabetes mellitus,210
376979212,condition_era group during day -30 through 0 days relative to index: Cataract due to diabetes mellitus,212
377091210,condition_era group during day -365 through 0 days relative to index: Seizure,210
377263210,condition_era group during day -365 through 0 days relative to index: Myoneural disorder,210
377575210,condition_era group during day -365 through 0 days relative to index: Tinnitus,210
377884210,condition_era group during day -365 through 0 days relative to index: Eustachian tube salpingitis,210
377886210,condition_era group during day -365 through 0 days relative to index: Chronic purulent otitis media,210
377889210,condition_era group during day -365 through 0 days relative to index: Hearing loss,210
378253210,condition_era group during day -365 through 0 days relative to index: Headache,210
378253212,condition_era group during day -30 through 0 days relative to index: Headache,212
378416210,condition_era group during day -365 through 0 days relative to index: Retinal disorder,210
378416212,condition_era group during day -30 through 0 days relative to index: Retinal disorder,212
378419210,condition_era group during day -365 through 0 days relative to index: Alzheimer's disease,210
378419212,condition_era group during day -30 through 0 days relative to index: Alzheimer's disease,212
378425210,condition_era group during day -365 through 0 days relative to index: Blepharitis,210
378425212,condition_era group during day -30 through 0 days relative to index: Blepharitis,212
378444210,condition_era group during day -365 through 0 days relative to index: Hearing disorder,210
378756210,condition_era group during day -365 through 0 days relative to index: Conjunctival hemorrhage,210
378756212,condition_era group during day -30 through 0 days relative to index: Conjunctival hemorrhage,212
379019210,condition_era group during day -365 through 0 days relative to index: Conjunctivitis,210
379019212,condition_era group during day -30 through 0 days relative to index: Conjunctivitis,212
379769210,condition_era group during day -365 through 0 days relative to index: Benign neoplasm of brain,210
379769212,condition_era group during day -30 through 0 days relative to index: Benign neoplasm of brain,212
380096210,condition_era group during day -365 through 0 days relative to index: Proliferative retinopathy with diabetes mellitus,210
380096212,condition_era group during day -30 through 0 days relative to index: Proliferative retinopathy with diabetes mellitus,212
381035210,condition_era group during day -365 through 0 days relative to index: Vertigo of central origin,210
381273210,condition_era group during day -365 through 0 days relative to index: Confusional state,210
381273212,condition_era group during day -30 through 0 days relative to index: Confusional state,212
381295210,condition_era group during day -365 through 0 days relative to index: Senile cataract,210
381316210,condition_era group during day -365 through 0 days relative to index: Cerebrovascular accident,210
381572210,condition_era group during day -365 through 0 days relative to index: Abducens nerve palsy,210
381591210,condition_era group during day -365 through 0 days relative to index: Cerebrovascular disease,210
432251210,condition_era group during day -365 through 0 days relative to index: Disease caused by parasite,210
432251212,condition_era group during day -30 through 0 days relative to index: Disease caused by parasite,212
432347210,condition_era group during day -365 through 0 days relative to index: Chronic disease of tonsils AND/OR adenoids,210
432347212,condition_era group during day -30 through 0 days relative to index: Chronic disease of tonsils AND/OR adenoids,212
432545210,condition_era group during day -365 through 0 days relative to index: Bacterial infectious disease,210
432661210,condition_era group during day -365 through 0 days relative to index: Inflammatory disease of mucous membrane,210
432661212,condition_era group during day -30 through 0 days relative to index: Inflammatory disease of mucous membrane,212
432851210,condition_era group during day -365 through 0 days relative to index: Secondary malignant neoplastic disease,210
432851212,condition_era group during day -30 through 0 days relative to index: Secondary malignant neoplastic disease,212
432867210,condition_era group during day -365 through 0 days relative to index: Hyperlipidemia,210
432867212,condition_era group during day -30 through 0 days relative to index: Hyperlipidemia,212
433243210,condition_era group during day -365 through 0 days relative to index: Anomaly of tooth position,210
433316210,condition_era group during day -365 through 0 days relative to index: Dizziness and giddiness,210
433456210,condition_era group during day -365 through 0 days relative to index: Acute pain,210
433595210,condition_era group during day -365 through 0 days relative to index: Edema,210
433595212,condition_era group during day -30 through 0 days relative to index: Edema,212
433701210,condition_era group during day -365 through 0 days relative to index: Mycosis,210
433740210,condition_era group during day -365 through 0 days relative to index: Immunodeficiency disorder,210
433740212,condition_era group during day -30 through 0 days relative to index: Immunodeficiency disorder,212
433778210,condition_era group during day -365 through 0 days relative to index: Orbital hemorrhage,210
433778212,condition_era group during day -30 through 0 days relative to index: Orbital hemorrhage,212
433968210,condition_era group during day -365 through 0 days relative to index: Candidiasis,210
434008210,condition_era group during day -365 through 0 days relative to index: White blood cell disorder,210
434008212,condition_era group during day -30 through 0 days relative to index: White blood cell disorder,212
434610210,condition_era group during day -365 through 0 days relative to index: Hyperkalemia,210
434610212,condition_era group during day -30 through 0 days relative to index: Hyperkalemia,212
434621210,condition_era group during day -365 through 0 days relative to index: Autoimmune disease,210
434621212,condition_era group during day -30 through 0 days relative to index: Autoimmune disease,212
434821210,condition_era group during day -365 through 0 days relative to index: Systemic inflammatory response syndrome,210
434821212,condition_era group during day -30 through 0 days relative to index: Systemic inflammatory response syndrome,212
435463210,condition_era group during day -365 through 0 days relative to index: Herpesvirus infection,210
435463212,condition_era group during day -30 through 0 days relative to index: Herpesvirus infection,212
435506210,condition_era group during day -365 through 0 days relative to index: Benign neoplastic disease,210
435506212,condition_era group during day -30 through 0 days relative to index: Benign neoplastic disease,212
435508210,condition_era group during day -365 through 0 days relative to index: Adrenal cortical hypofunction,210
435657210,condition_era group during day -365 through 0 days relative to index: Dyssomnia,210
435726210,condition_era group during day -365 through 0 days relative to index: Mechanical complication of device,210
435742210,condition_era group during day -365 through 0 days relative to index: Disease due to Gram-negative bacteria,210
436096210,condition_era group during day -365 through 0 days relative to index: Chronic pain,210
436096212,condition_era group during day -30 through 0 days relative to index: Chronic pain,212
436398210,condition_era group during day -365 through 0 days relative to index: Glaucoma associated with ocular disorder,210
436635210,condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of sigmoid colon,210
436635212,condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of sigmoid colon,212
436642210,condition_era group during day -365 through 0 days relative to index: Behcet's syndrome,210
436642212,condition_era group during day -30 through 0 days relative to index: Behcet's syndrome,212
436962210,condition_era group during day -365 through 0 days relative to index: Insomnia,210
437233210,condition_era group during day -365 through 0 days relative to index: Multiple myeloma,210
437233212,condition_era group during day -30 through 0 days relative to index: Multiple myeloma,212
437247210,condition_era group during day -365 through 0 days relative to index: Anemia of chronic disease,210
437247212,condition_era group during day -30 through 0 days relative to index: Anemia of chronic disease,212
437312210,condition_era group during day -365 through 0 days relative to index: Bleeding,210
437312212,condition_era group during day -30 through 0 days relative to index: Bleeding,212
437390210,condition_era group during day -365 through 0 days relative to index: Hypoxemia,210
437390212,condition_era group during day -30 through 0 days relative to index: Hypoxemia,212
437541210,condition_era group during day -365 through 0 days relative to index: Glaucoma,210
437663210,condition_era group during day -365 through 0 days relative to index: Fever,210
437663212,condition_era group during day -30 through 0 days relative to index: Fever,212
437677210,condition_era group during day -365 through 0 days relative to index: Abnormal findings on diagnostic imaging of lung,210
437827210,condition_era group during day -365 through 0 days relative to index: Pure hypercholesterolemia,210
437827212,condition_era group during day -30 through 0 days relative to index: Pure hypercholesterolemia,212
438067210,condition_era group during day -365 through 0 days relative to index: Malaria,210
438067212,condition_era group during day -30 through 0 days relative to index: Malaria,212
